=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.07.05 18:53:59 =~=~=~=~=~=~=~=~=~=~=~=
BME280 test
-- Default Test --
Time;RH;Temp
222;41.89;-14.16
325;41.91;-14.15
428;41.93;-14.15
531;41.95;-14.15
634;41.97;-14.15
737;41.99;-14.14
840;42.00;-14.13
943;42.01;-14.13
1046;42.05;-14.13
1149;42.09;-14.13
1253;42.13;-14.13
1356;42.15;-14.13
1459;42.18;-14.12
1562;42.20;-14.12
1665;42.22;-14.11
1768;42.24;-14.11
1871;42.26;-14.11
1974;42.28;-14.11
2077;42.30;-14.11
2180;42.35;-14.10
2283;42.40;-14.10
2386;42.42;-14.10
2490;42.45;-14.09
2593;42.48;-14.09
2696;42.51;-14.09
2799;42.53;-14.09
2902;42.56;-14.09
3005;42.58;-14.08
3108;42.65;-14.08
3211;42.62;-14.07
3314;42.71;-14.07
3417;42.74;-14.07
3520;42.74;-14.07
3623;42.76;-14.06
3727;42.78;-14.06
3830;42.81;-14.05
3933;42.81;-14.05
4036;42.83;-14.04
4139;42.83;-14.04
4242;42.86;-14.03
4345;42.83;-14.02
4448;42.81;-14.02
4551;42.80;-14.02
4654;42.79;-14.02
4757;42.78;-14.01
4860;42.76;-14.01
4964;42.74;-14.01
5067;42.72;-14.01
5170;42.70;-14.01
5273;42.65;-14.01
5376;42.63;-14.01
5479;42.59;-14.00
5582;42.56;-14.00
5685;42.53;-14.00
5788;42.51;-14.00
5891;42.48;-14.00
5994;42.45;-14.00
6097;42.43;-14.00
6200;42.39;-14.00
6303;42.36;-14.00
6406;42.35;-14.00
6509;42.25;-13.99
6612;42.22;-14.00
6716;42.19;-14.00
6819;42.15;-14.00
6922;42.12;-14.00
7025;42.09;-14.00
7128;42.05;-13.99
7231;42.02;-13.99
7334;41.97;-14.00
7437;41.96;-13.99
7540;41.88;-13.99
7643;41.84;-13.99
7746;41.80;-13.99
7849;41.77;-13.99
7953;41.73;-13.99
8056;41.70;-13.99
8159;41.65;-13.99
8262;41.61;-14.00
1
8365;41.58;-13.99
8468;41.55;-13.99
8571;41.47;-14.00
8674;41.44;-14.00
8777;41.41;-13.99
8880;41.36;-14.00
8983;41.33;-14.00
2
9086;41.29;-14.00
9190;41.26;-14.00
9293;41.23;-14.00
9396;41.20;-14.00
9499;41.14;-14.00
