=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.07.05 18:38:25 =~=~=~=~=~=~=~=~=~=~=~=
calibrate;
I received: calibrate
releasing pressure
depressurization complete
start calibration
time;humidity
1369235;10554543
1369239;10655755
1369265;10554515
1369291;10555050
1369318;10554922
1369344;10554763
1369370;10554194
1369396;10554239
1369422;10554610
1369449;10554282
1369475;10554266
1369501;10554008
1369527;10554113
1369553;10554382
1369580;10554251
1369606;10554179
1369632;10554297
1369658;10554558
1369684;10554108
1369711;10554061
1369737;10554405
1369763;10554387
1369790;10554706
1369815;10554354
1369842;10554420
1369868;10554583
1369894;10554272
1369920;10554138
1369947;10553933
1369973;10554144
1369999;10553968
1370025;10554179
1370052;10554128
1370078;10553770
1370104;10553867
1370130;10553672
1370156;10553687
1370183;10553586
1370209;10554066
1370235;10554517
1370261;10554470
1370287;10554415
1370314;10554538
1370340;10554844
1370366;10554445
1370393;10554588
1370418;10554229
1370445;10554071
1370471;10554400
1370497;10553744
1370524;10553928
1370549;10554061
1370576;10554108
1370602;10553885
1370628;10553980
1370654;10553988
1370681;10554455
1370707;10554116
1370733;10554435
1370759;10554364
1370786;10554302
1370812;10554066
1370838;10554189
1370864;10554440
1370890;10554374
1370916;10554184
1370943;10554671
1370969;10554460
1370995;10554834
1371022;10554169
1371047;10554415
1371074;10554500
1371100;10554773
1371126;10555158
1371152;10554658
1371179;10554841
1371205;10555115
1371231;10554864
1371257;10554696
1371283;10554548
1371310;10554410
1371336;10554789
1371362;10554922
1371389;10554701
1371415;10554234
1371441;10553867
1371467;10553765
1371493;10553790
1371519;10554337
1371546;10553933
1371572;10553714
1371598;10554239
1371625;10554138
1371650;10554096
1371677;10553757
1371703;10553734
1371730;10553898
1371755;10554387
1371782;10554226
1371808;10553481
1371834;10554189
1371860;10554113
1371886;10553697
1371913;10554005
1371939;10553928
1371965;10554096
1371992;10553840
1372017;10553677
1372044;10553697
1372070;10553953
1372096;10553722
1372123;10554236
1372148;10553903
1372175;10553978
1372201;10554106
1372227;10553832
1372254;10553860
1372279;10553867
1372306;10553882
1372333;10553865
1372358;10554010
1372385;10554010
1372411;10553815
1372437;10554133
1372463;10554430
1372489;10554016
1372516;10554071
1372542;10554005
1372568;10553923
1372594;10553865
1372620;10554430
1372647;10554108
1372673;10554026
1372699;10553903
1372726;10553953
1372751;10553345
1372778;10553441
1372804;10553860
1372830;10553426
1372856;10553195
1372883;10553130
1372909;10553569
1372935;10552909
1372961;10552663
1372988;10552866
1373013;10552838
1373040;10552929
1373066;10552562
1373092;10552540
1373119;10551280
1373145;10551972
1373171;10551348
1373197;10551694
1373223;10552286
1373250;10552078
1373276;10552316
1373302;10552653
1373329;10552249
1373354;10552618
1373381;10552746
1373407;10552909
1373433;10552693
1373460;10553099
1373486;10552693
1373512;10552505
1373538;10552567
1373564;10553087
1373591;10552909
1373616;10552439
1373643;10552991
1373669;10553210
1373695;10552951
1373722;10553137
1373748;10552871
1373774;10553443
1373800;10553132
1373826;10553067
1373853;10553343
1373879;10553388
1373905;10554111
1373932;10553431
1373957;10553145
1373984;10553067
1374010;10553009
1374036;10553662
1374062;10553488
1374089;10553125
1374115;10552776
1374141;10553114
1374167;10553215
1374194;10553109
1374219;10553037
1374246;10553458
1374272;10552994
1374299;10553150
1374324;10553616
1374351;10553104
1374377;10553416
1374403;10553125
1374430;10552979
1374455;10553237
1374482;10553493
1374508;10553697
1374534;10553880
1374560;10553788
1374587;10554126
1374613;10553724
1374639;10553589
1374666;10553770
1374691;10553760
1374718;10553554
1374744;10553441
1374770;10553616
1374796;10553717
1374823;10553631
1374849;10553667
1374875;10553315
1374902;10553388
1374927;10553375
1374954;10553667
1374980;10553468
1375006;10553619
1375033;10553253
1375058;10553062
1375085;10553099
1375111;10552781
1375137;10552751
1375164;10552914
1375189;10553448
1375216;10552863
1375242;10553027
1375268;10553333
1375294;10553401
1375321;10552474
1375347;10552324
1375373;10552472
1375399;10552146
1375425;10552055
1375452;10552181
1375478;10552249
1375504;10552700
1375531;10552713
1375556;10553119
1375583;10552178
1375609;10552432
1375636;10552417
1375661;10552510
1375688;10552349
1375714;10552419
1375740;10552236
1375767;10552502
1375792;10552070
1375819;10552151
1375845;10552284
1375872;10552449
1375897;10552397
1375924;10552602
1375950;10552863
1375976;10552354
1376003;10552424
1376028;10552500
1376055;10552023
1376080;10551988
1376107;10552299
1376134;10551794
1376159;10551521
1376186;10551701
1376212;10551807
1376238;10551998
1376264;10551880
1376291;10552316
1376317;10552181
1376343;10551985
1376369;10551955
1376396;10552218
1376422;10552233
1376448;10552121
1376474;10551972
1376501;10552495
1376526;10551955
1376553;10552249
1376579;10552028
1376605;10552035
1376632;10552249
1376658;10551925
1376683;10552540
1376710;10552173
1376736;10552126
1376763;10552161
1376788;10551937
1376815;10551849
1376841;10552259
1376868;10552161
1376893;10551977
1376920;10551752
1376946;10551363
1376972;10551348
1376999;10551777
1377024;10551624
1377051;10551553
1377077;10551578
1377103;10551470
1377130;10551857
1377156;10552700
1377182;10551930
1377208;10552093
1377234;10551651
1377261;10551699
1377287;10551839
1377313;10551880
1377339;10552100
1377365;10551312
1377391;10551295
1377418;10551378
1377444;10551476
1377471;10551536
1377497;10551624
1377523;10551681
1377549;10552372
1377576;10551443
1377601;10551661
1377628;10551368
1377654;10551476
1377680;10551280
1377707;10551629
1377732;10551604
1377759;10551711
1377785;10551634
1377811;10551450
1377837;10551132
1377864;10551378
1377890;10551691
1377916;10551086
1377942;10551265
1377968;10551476
1377995;10551553
1378020;10552038
1378047;10552289
1378073;10551701
1378100;10551659
1378126;10552080
1378152;10551511
1378178;10552136
1378204;10551691
1378231;10551059
1378257;10551388
1378283;10551709
1378309;10551985
1378335;10551433
1378362;10551988
1378388;10552060
1378414;10551862
1378440;10552126
1378467;10551900
1378492;10552023
1378519;10551706
1378545;10552013
1378571;10551814
1378598;10551842
1378624;10551865
1378650;10551732
1378676;10551993
1378703;10552018
1378728;10551646
1378755;10551701
1378781;10551445
1378808;10551526
1378833;10551696
1378860;10552058
1378886;10551885
1378912;10551905
1378939;10552151
1378964;10552141
1378991;10552028
1379017;10552020
1379043;10551985
1379069;10551970
1379095;10551917
1379122;10552033
1379148;10551686
1379174;10551875
1379201;10551812
1379227;10552326
1379253;10552018
1379279;10552213
1379305;10551945
1379332;10551844
1379358;10551967
1379384;10551905
1379411;10551378
1379436;10551358
1379463;10551388
1379489;10551674
1379515;10551875
1379541;10552075
1379568;10552412
1379594;10551671
1379620;10551619
1379647;10552221
1379672;10552131
1379699;10552028
1379725;10551598
1379751;10552018
1379777;10552249
1379803;10551950
1379830;10552023
1379855;10552397
1379882;10551817
1379908;10551373
1379935;10551405
1379961;10550953
1379987;10550999
1380013;10552349
1380039;10550778
1380066;10551204
1380092;10551275
1380118;10551107
1380144;10551280
1380170;10551395
1380197;10551305
1380223;10551282
1380249;10551322
1380276;10551227
1380302;10551280
1380328;10551184
1380354;10551187
1380380;10551410
1380406;10551433
1380433;10551455
1380459;10551496
1380485;10551875
1380511;10550974
1380538;10551327
1380563;10551393
1380590;10550979
1380616;10551230
1380642;10551277
1380669;10550994
1380695;10551270
1380721;10551097
1380747;10550938
1380773;10551097
1380800;10551413
1380826;10550728
1380852;10550544
1380878;10550923
1380905;10551024
1380930;10551107
1380957;10551440
1380984;10551219
1381009;10551481
1381036;10550989
1381062;10551174
1381088;10550896
1381114;10550790
1381140;10550640
1381167;10550554
1381193;10550236
1381219;10550231
1381245;10550697
1381272;10550584
1381298;10550758
1381324;10549987
1381350;10549538
1381376;10549427
1381403;10549490
1381429;10549919
1381455;10550323
1381481;10550702
1381508;10550419
1381533;10551004
1381560;10550559
1381587;10550354
1381612;10550421
1381639;10550610
1381665;10550871
1381691;10550886
1381717;10551368
1381744;10550374
1381769;10551214
1381796;10550780
1381822;10550825
1381848;10550728
1381875;10550989
1381900;10550620
1381927;10551066
1381953;10550931
1381980;10550318
1382005;10550815
1382032;10550088
1382058;10549919
1382084;10549821
1382111;10550820
1382136;10550547
1382162;10549985
1382189;10550399
1382216;10550497
1382241;10550374
1382268;10550278
1382294;10550286
1382320;10550436
1382346;10550416
1382373;10549222
1382398;10549229
1382425;10549683
1382451;10549656
1382477;10549608
1382504;10550211
1382529;10550276
1382556;10550105
1382583;10550241
1382608;10549872
1382635;10549525
1382661;10550007
1382687;10549907
1382714;10550524
1382739;10550148
1382766;10550180
1382792;10550482
1382818;10550918
1382845;10550886
1382870;10551164
1382897;10551069
1382923;10550702
1382949;10551214
1382976;10550928
1383001;10550923
1383028;10551225
1383054;10551122
1383080;10550851
1383107;10551260
1383133;10551051
1383159;10551225
1383185;10551187
1383211;10551619
1383238;10552060
1383264;10551945
1383290;10551533
1383316;10551952
1383343;10551945
1383369;10552336
1383395;10551506
1383421;10551051
1383447;10550344
1383473;10550334
1383500;10550148
1383526;10550354
1383552;10550702
1383579;10550497
1383604;10550906
1383631;10550748
1383657;10550441
1383683;10550411
1383710;10550788
1383736;10550652
1383762;10550931
1383789;10550725
1383814;10550728
1383841;10550931
1383867;10550559
1383893;10551348
1383919;10551250
1383945;10550866
1383972;10550974
1383998;10550984
1384024;10551345
1384051;10551282
1384076;10551458
1384103;10551345
1384129;10550569
1384155;10550861
1384181;10550748
1384207;10549942
1384234;10550331
1384260;10550266
1384287;10550492
1384312;10550933
1384339;10550620
1384365;10550861
1384391;10550462
1384417;10551026
1384444;10551117
1384470;10550753
1384496;10550738
1384522;10550532
1384548;10550810
1384575;10551107
1384601;10551516
1384627;10550999
1384653;10550958
1384680;10551250
1384705;10551317
1384732;10551122
1384758;10551481
1384784;10551091
1384811;10551081
