=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.07.05 18:40:53 =~=~=~=~=~=~=~=~=~=~=~=
BME280 test
-- Default Test --
Time;RH;Temp
222;79.99;-11.07
325;80.01;-11.06
428;80.02;-11.05
531;80.03;-11.04
634;80.04;-11.03
737;80.06;-11.03
840;80.09;-11.03
943;80.12;-11.03
1046;80.12;-11.02
1149;80.15;-11.02
1253;80.16;-11.01
1356;80.17;-11.01
1459;80.18;-11.01
1562;80.20;-11.01
1665;80.21;-11.00
1768;80.23;-11.00
1871;80.25;-11.00
1974;80.26;-10.99
2077;80.28;-10.99
2180;80.29;-10.99
2283;80.33;-10.98
2386;80.34;-10.98
2490;80.35;-10.98
2593;80.36;-10.97
2696;80.37;-10.97
2799;80.40;-10.97
2902;80.41;-10.96
3005;80.43;-10.96
3108;80.42;-10.96
3211;80.42;-10.96
3314;80.43;-10.96
3417;80.48;-10.95
3520;80.50;-10.94
3623;80.51;-10.94
3727;80.52;-10.94
3830;80.53;-10.94
3933;80.55;-10.94
4036;80.56;-10.93
4139;80.58;-10.93
4242;80.59;-10.93
4345;80.60;-10.93
4448;80.62;-10.91
4551;80.64;-10.92
4654;80.66;-10.91
4757;80.67;-10.91
4860;80.68;-10.91
4964;80.69;-10.91
5067;80.70;-10.91
5170;80.71;-10.90
5273;80.75;-10.90
5376;80.74;-10.89
5479;80.75;-10.90
5582;80.78;-10.89
5685;80.80;-10.89
5788;80.81;-10.88
5891;80.82;-10.88
5994;80.83;-10.88
6097;80.84;-10.87
6200;80.85;-10.87
6303;80.87;-10.87
6406;80.86;-10.87
6509;80.88;-10.87
6612;80.89;-10.87
6716;80.94;-10.86
6819;80.94;-10.86
6922;80.96;-10.85
7025;80.97;-10.85
7128;80.99;-10.85
7231;80.99;-10.85
7334;81.00;-10.84
7437;80.95;-10.84
7540;80.78;-10.84
7643;80.62;-10.84
7746;80.42;-10.84
7849;80.30;-10.84
7953;80.17;-10.84
8056;80.03;-10.84
8159;79.88;-10.83
8262;79.75;-10.83
8365;79.60;-10.84
8468;79.47;-10.84
8571;79.31;-10.83
8674;79.16;-10.84
8777;79.01;-10.84
8880;78.71;-10.83
8983;78.55;-10.83
9086;78.39;-10.83
9190;78.26;-10.83
9293;78.09;-10.83
9396;77.91;-10.83
9499;77.80;-10.83
9602;77.62;-10.83
9705;77.46;-10.83
9808;77.27;-10.83
9911;77.15;-10.84
10014;76.84;-10.83
10117;76.66;-10.83
10220;76.50;-10.83
10323;76.34;-10.84
10427;76.20;-10.84
10530;76.02;-10.84
10633;75.86;-10.84
10736;75.69;-10.85
10839;75.54;-10.85
10942;75.38;-10.84
11045;75.03;-10.84
11148;74.90;-10.85
11251;74.72;-10.85
11354;74.56;-10.86
11457;74.38;-10.85
11560;74.23;-10.85
11664;74.05;-10.86
11767;73.91;-10.86
11870;73.75;-10.86
11973;73.60;-10.86
12076;73.42;-10.86
12179;73.11;-10.86
12282;72.94;-10.87
12385;72.77;-10.87
12488;72.65;-10.87
12591;72.47;-10.87
12694;72.29;-10.88
12797;72.14;-10.88
12901;71.97;-10.88
13004;71.79;-10.88
13107;71.63;-10.88
13210;71.33;-10.89
13313;71.18;-10.90
13416;71.01;-10.90
13519;70.84;-10.91
13622;70.68;-10.91
13725;70.53;-10.91
13828;70.38;-10.92
13931;70.23;-10.92
14034;70.05;-10.92
