=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.07.05 18:16:07 =~=~=~=~=~=~=~=~=~=~=~=
cold;
I received: cold
releasing pressure
depressurization complete
start calibration
time;humidity
81948;10386805
81975;10387065
82001;10387115
82027;10386943
82053;10387676
82080;10387209
82106;10386957
82132;10387287
82158;10386893
82184;10387095
82210;10386928
82237;10386927
82263;10387347
82289;10387306
82315;10387553
82342;10387297
82368;10387007
82394;10387356
82420;10387818
82446;10387824
82473;10387912
82499;10387484
82525;10387981
82551;10387982
82578;10388021
82604;10388055
82630;10388120
82656;10387567
82683;10388080
82708;10388099
82735;10388316
82761;10388754
82787;10389046
82814;10388469
82839;10388400
82866;10388892
82893;10388514
82918;10388872
82945;10389340
82971;10389055
82997;10389118
83024;10389355
83049;10389876
83075;10389104
83102;10389729
83128;10389360
83154;10389394
83181;10389572
83206;10389178
83233;10389355
83260;10389715
83285;10389818
83312;10389449
83338;10390173
83364;10390241
83390;10389508
83416;10390113
83443;10389946
83469;10390497
83495;10389936
83521;10390158
83547;10390792
83574;10389847
83600;10389833
83626;10390383
83652;10390158
83679;10390157
83705;10390359
83731;10390408
83757;10390059
83783;10390172
83810;10389961
83836;10390763
83862;10390413
83889;10390137
83914;10390089
83941;10390123
83967;10390054
83993;10390089
84020;10390290
84045;10391044
84072;10390822
84098;10391098
84124;10390355
84151;10390439
84176;10391078
84203;10391851
84229;10391029
84255;10391714
84282;10391053
84308;10391191
84334;10391236
84360;10390788
84386;10391108
84413;10391132
84439;10391517
84465;10391251
84491;10391472
84518;10391679
84543;10391689
84570;10391393
84597;10391595
84622;10391580
84649;10392162
84675;10391427
84701;10392024
84727;10391683
84753;10393166
84780;10391659
84805;10391974
84832;10392915
84859;10392816
84884;10392580
84911;10392875
84937;10392865
84963;10393244
84989;10393506
85016;10393939
85042;10394175
85068;10394461
85094;10394268
85120;10394815
85147;10395638
85173;10395111
85199;10396036
85225;10395608
85251;10396208
85278;10396444
85304;10397026
85330;10397281
85356;10397302
85382;10397601
85409;10398208
85435;10398316
85461;10398607
85487;10399138
85514;10399211
85540;10400053
85566;10400206
85592;10400334
85618;10400964
85645;10400939
85671;10401181
85697;10402186
85724;10401846
85749;10401831
85776;10402653
85802;10402790
85829;10403067
85854;10403401
85881;10403696
85907;10403682
85933;10404130
85959;10404278
85986;10404500
86012;10405252
86038;10404898
86064;10405140
86091;10405784
86116;10406203
86143;10405937
86169;10406346
86195;10407621
86222;10407581
86248;10406907
86274;10407787
86300;10407931
86326;10408635
86352;10407980
86379;10408585
86405;10409029
86431;10409438
86458;10409679
86483;10409555
86510;10410117
86536;10410289
86562;10409974
86588;10410974
86615;10411067
86641;10411195
86667;10411836
86694;10411801
86719;10412908
86746;10412342
86772;10412593
86798;10413421
86825;10413667
86850;10413188
86877;10413602
86903;10414076
86929;10414345
86956;10414814
86981;10414809
87008;10414848
87035;10415351
87060;10415379
87087;10415394
87113;10415675
87139;10416576
87165;10416631
87191;10417048
87218;10416950
87244;10417191
87270;10417394
87297;10417959
87322;10417698
87349;10417846
87375;10418338
87401;10418097
87428;10418526
87453;10419111
87480;10418925
87506;10419564
87532;10419304
87559;10419964
87585;10420189
87611;10420727
87637;10420736
87663;10420657
87690;10420599
87716;10420628
87742;10421515
87768;10421253
87794;10421249
87821;10421761
87847;10421559
87873;10422154
87899;10421844
87926;10422539
87951;10422759
87978;10422539
88004;10422907
88030;10423671
88057;10422784
88083;10422927
88109;10423114
88135;10423469
88161;10424105
88187;10423665
88214;10423912
88240;10424029
88266;10424306
88292;10423878
88319;10424375
88345;10424468
88371;10424518
88397;10424478
88424;10425074
88450;10425069
88476;10425886
88502;10425675
88528;10425276
88554;10425432
88581;10426438
88607;10425675
88633;10426630
88660;10426398
88685;10426088
88712;10426261
88738;10426378
88764;10426615
88790;10426835
88817;10426699
88843;10427024
88869;10427033
88895;10426797
88922;10426940
88947;10426433
88974;10426812
89000;10427108
89027;10427259
89053;10427462
89079;10427663
89105;10428072
89132;10428176
89158;10428230
89184;10427806
89210;10428032
89236;10428057
89262;10428088
89288;10428959
89315;10428785
89341;10428664
89367;10428446
89394;10428727
89420;10429545
89446;10429184
89472;10428934
89498;10429322
89525;10429688
89551;10429139
89577;10429722
89603;10429258
89629;10429377
89656;10430195
89682;10429447
89708;10429914
89734;10429859
89760;10429451
89787;10429357
89813;10429668
89840;10430213
89865;10429977
89891;10429968
89918;10429824
89944;10430165
89970;10430454
89996;10429959
90023;10430120
90049;10430735
90075;10430259
90101;10430642
90127;10430770
90154;10430577
90179;10430903
90206;10430776
90233;10430676
90258;10430998
90285;10431316
90311;10431327
90337;10431372
90363;10431357
90390;10431282
90416;10431347
90442;10430873
90468;10431267
90494;10431490
90521;10431277
90547;10430898
90573;10431337
90599;10432165
90626;10432241
90651;10431879
90678;10432331
90704;10432153
90730;10431734
90757;10492459
90782;10432208
90809;10431907
90836;10431051
90861;10432504
90888;10435566
90914;10435777
90940;10437501
90966;10439583
90993;10439790
91019;10441139
91045;10441827
91071;10442606
91098;10443925
91123;10445353
91150;10446663
91176;10447835
91202;10449695
91229;10450189
91255;10451898
91281;10453201
91307;10454426
91333;10456135
91359;10456745
91386;10458293
91412;10459660
91438;10460399
91464;10461591
91491;10462900
91517;10464584
91543;10465706
91570;10466273
91595;10467646
91622;10468886
91648;10472382
91674;10470093
91701;10472086
91727;10472151
91753;10473484
91779;10474573
91806;10475534
91831;10475020
91858;10476286
91884;10476503
91910;10477696
91937;10478389
91962;10479147
91989;10479511
92015;10480329
92041;10481039
92068;10481667
92093;10482480
92120;10483318
92146;10484513
92172;10484932
92198;10485858
92225;10486099
92251;10486729
92277;10487936
92303;10488057
92330;10488968
92356;10489048
92382;10489231
92408;10489643
92435;10489839
92460;10490426
92487;10490900
92513;10492768
92539;10492401
92566;10492602
92592;10493317
92618;10493262
92644;10494404
92670;10494655
92697;10494665
92723;10494706
92749;10494886
92775;10495527
92802;10495562
92828;10496247
92854;10496400
92880;10496511
92907;10496814
92933;10497296
92958;10497565
92985;10497796
93011;10498320
93037;10498240
93064;10499279
93090;10499467
93116;10499417
93142;10499799
93168;10500125
93195;10500135
93221;10500599
93247;10500757
93273;10500923
93300;10501036
93326;10501056
93352;10501450
93378;10502047
93404;10501671
93431;10501603
93456;10501465
93483;10501515
93510;10501857
93535;10501756
93562;10502597
93588;10502700
93614;10503601
93641;10503031
93666;10503312
93693;10503812
93719;10504070
93745;10504143
93771;10504705
93798;10504645
93824;10504914
93850;10504542
93876;10505227
93902;10504886
93929;10505047
93955;10505252
93981;10505832
94008;10505704
94033;10505910
94060;10506254
94086;10506668
94112;10507004
94139;10506520
94164;10506500
94191;10506783
94217;10506675
94243;10506763
94269;10507514
94296;10507029
94322;10507110
94348;10507373
94375;10507657
94400;10507885
94427;10507835
94453;10508066
94479;10508061
94506;10508638
94531;10509007
94558;10509296
94584;10509472
94610;10509805
94637;10510144
94662;10510184
94689;10509901
94715;10510968
94741;10509873
94768;10509682
94794;10510460
94820;10510503
94846;10510942
94872;10511193
94899;10511025
94925;10510558
94951;10511301
94978;10511231
95003;10511075
95030;10511778
95055;10511645
95082;10511763
95109;10512549
95134;10511876
95161;10511818
95187;10512735
95213;10512948
95240;10513447
95266;10512960
95292;10512792
95318;10512858
95344;10513417
95371;10513432
95397;10513139
95423;10513744
95449;10514017
95475;10514489
95502;10514205
95528;10514313
95554;10514286
95580;10514502
95607;10514670
95633;10515192
95659;10515137
95685;10515435
95711;10515634
95738;10515345
95764;10515465
95790;10515669
95816;10515481
95842;10515230
95869;10516043
95895;10515822
95921;10516407
95948;10516259
95973;10516191
96000;10516161
96026;10516223
96052;10517461
96079;10517145
96104;10517614
96131;10516924
96157;10517416
96183;10517599
96209;10517109
96236;10517210
96261;10517132
96288;10517491
96315;10517805
96340;10517654
96367;10518279
96393;10517850
96419;10518558
96446;10518397
96471;10518713
96498;10518648
96524;10518889
96550;10519085
96577;10519150
96602;10518721
96629;10519559
96655;10518937
96681;10518922
96708;10519461
96734;10520064
96760;10520071
96786;10519527
96812;10520169
96839;10520360
96865;10520990
96891;10520124
96917;10520322
96944;10520965
96969;10521271
96996;10521010
97022;10521507
97048;10521349
97075;10521966
97101;10521399
97127;10521517
97153;10521439
97180;10521409
97205;10521482
97232;10521587
97258;10522290
97284;10522486
97311;10522561
97337;10522634
97363;10522779
97389;10523314
97416;10523314
97441;10523141
97468;10523334
97494;10523525
97520;10523753
97547;10523763
97572;10525545
97598;10524044
97625;10524009
97651;10524546
97678;10524303
97703;10524436
97730;10524320
97756;10524052
97782;10524278
97809;10524674
97834;10526361
97861;10525171
97887;10525894
97913;10525495
97940;10525317
97966;10525821
97992;10525671
98018;10526135
98045;10525761
98070;10526135
98097;10526851
98123;10525844
98149;10526105
98176;10526569
98202;10526509
98228;10526554
98254;10526680
98281;10527122
98306;10526848
98333;10527240
98359;10527807
98385;10527526
98412;10527109
98438;10527523
98464;10527465
98490;10527217
98516;10527506
98542;10527440
98569;10527875
98595;10527990
98621;10527915
98648;10528369
98673;10528766
98700;10528404
98726;10528474
98752;10528748
98779;10528675
98804;10528911
98831;10529406
98857;10528831
98884;10529589
98909;10529687
98936;10529335
98962;10529227
98988;10529423
99015;10528951
99041;10529418
99067;10529893
99093;10530221
99119;10529687
99146;10529702
99171;10529807
99198;10529504
99224;10529649
99251;10529549
99276;10529501
99303;10529958
99329;10530106
99355;10530046
99382;10529765
99407;10530251
99434;10530721
99460;10530806
99487;10530922
99512;10531609
99539;10531941
99565;10531481
99591;10531833
99617;10532121
99643;10531675
99670;10531923
99696;10532463
99722;10532295
99748;10532054
99775;10531617
99801;10531496
99827;10531547
99853;10531722
99880;10531742
99905;10531878
99932;10531537
99958;10531351
99985;10531474
100010;10531835
100037;10532661
100063;10532576
100089;10531793
100115;10531700
100142;10531973
100168;10532172
100194;10532274
100220;10531916
100247;10531609
100273;10531710
100299;10531815
100325;10532473
100351;10532264
100378;10532290
100404;10533005
100430;10532962
100457;10532759
100482;10532759
100509;10532751
100535;10532857
100561;10533007
100587;10533238
100614;10534112
100639;10534127
100666;10534159
100692;10534062
100719;10534393
100744;10534328
100771;10534594
100797;10535148
100823;10535053
100849;10534584
100876;10534804
100902;10534948
100928;10535043
100954;10535194
100980;10535813
101007;10535475
101033;10535585
101059;10535781
101085;10536381
101112;10536155
101138;10535919
101164;10536172
101190;10536607
101217;10536632
101243;10536609
101269;10537262
101296;10536489
101321;10538203
101348;10537862
101374;10537227
101400;10537455
101426;10537839
101453;10537907
101478;10537857
101505;10537819
101531;10537558
101557;10537329
101584;10538115
101609;10538241
101636;10538710
101662;10538386
101688;10538552
101714;10539014
101741;10538788
101767;10538783
101793;10538898
101820;10538926
101845;10538589
101872;10539079
101898;10539458
101924;10539320
101950;10539867
101977;10540261
102003;10540339
102029;10540191
102055;10540000
102082;10540078
102108;10540221
102134;10540625
102160;10540708
102186;10540319
102213;10540901
102239;10540402
102265;10540462
102292;10540512
102317;10540143
102344;10541122
102369;10541122
102396;10540851
102423;10541162
102448;10541235
102475;10541255
102501;10541107
102527;10540427
102554;10540773
102579;10540846
102606;10541767
102632;10542111
102658;10541747
102684;10542134
102711;10542237
102737;10542932
102763;10542365
102790;10542495
102815;10542284
102842;10542741
102868;10542756
102894;10543266
102921;10543273
102947;10543524
102973;10543830
102999;10543499
103026;10544578
103051;10544267
103078;10544327
103104;10544470
103130;10544829
103156;10545464
103183;10545397
103208;10544804
103235;10545050
103261;10545484
103288;10545331
103313;10545153
103340;10545469
103366;10545555
103393;10545075
103418;10545233
103445;10546144
103471;10546057
103497;10545931
103523;10546370
103550;10545668
103576;10545570
103602;10545346
103628;10545540
103655;10545843
103681;10546037
103707;10546388
103733;10545881
103760;10545693
103785;10545708
103812;10546611
103838;10546561
103864;10547246
103891;10546200
103916;10546390
103943;10546498
103969;10546970
103995;10546805
104022;10546493
104047;10546006
104074;10546631
104100;10547123
104126;10547191
104153;10547676
104179;10547271
104205;10547098
104231;10547374
104257;10547665
104284;10547783
104310;10547630
104336;10548193
104362;10548446
104389;10548735
104415;10548413
104441;10548413
104467;10548408
104493;10548584
104520;10548366
104546;10548188
104572;10547942
104598;10548270
104624;10548183
104650;10548501
104677;10548509
104703;10548958
104729;10549847
104756;10549227
104781;10549126
104808;10549520
104834;10549493
104860;10549402
104886;10549380
104913;10549648
104939;10549811
104965;10549565
104992;10550364
105018;10550283
105044;10549651
105070;10549982
105096;10550296
105122;10550539
105149;10550881
105175;10551107
105201;10550893
105228;10551348
105253;10551511
105280;10551172
105306;10551137
105332;10551305
105359;10550974
105385;10551262
105411;10550901
105437;10551066
105463;10550835
105490;10550640
105516;10550524
105542;10550728
105568;10550579
105595;10550989
105621;10551014
105647;10551353
105673;10551317
105699;10551280
105726;10551089
105751;10551598
105778;10550841
105804;10550579
105830;10550627
105857;10551049
105883;10551225
105909;10551297
105935;10551561
105962;10551465
105987;10551824
106014;10551920
106040;10552464
106066;10552374
106092;10552560
106118;10552525
106145;10552846
106171;10552663
106197;10552874
106224;10552535
106250;10552904
106276;10553160
106302;10553054
106329;10552851
106354;10553524
106381;10552976
106407;10552683
106433;10552668
106459;10552377
106486;10552675
106512;10552909
106538;10552648
106565;10552618
106591;10553569
106617;10553333
106643;10553606
106669;10553411
106696;10553840
106722;10553795
106748;10553621
106774;10553677
106801;10554169
106826;10554251
106853;10554658
106879;10554342
106905;10554548
106932;10554701
106957;10554666
106984;10554154
107010;10554317
107036;10554126
107062;10554189
107089;10554274
107115;10554445
107141;10554663
107167;10554846
107194;10555341
107220;10555542
107246;10555499
107272;10555592
107299;10555125
107324;10555258
107351;10555265
107377;10555494
107404;10555449
107429;10555715
107456;10555301
107482;10555459
107508;10555145
107534;10555238
107560;10555331
107587;10555168
107613;10555509
107639;10555547
107665;10555710
107692;10555547
107718;10555238
107744;10555178
107770;10555032
107796;10555454
107822;10555336
107849;10555331
107876;10555416
107902;10555494
107927;10555376
107954;10555720
107980;10555542
108006;10555720
108033;10556124
108059;10556433
108085;10556601
108111;10556591
108137;10556292
108163;10557303
108190;10556769
108216;10557118
108242;10557211
108268;10557610
108295;10557374
108320;10557389
108347;10558243
108373;10557610
108399;10557851
108426;10557687
108452;10558132
108478;10558202
108505;10557984
108530;10558197
108557;10558481
108583;10557851
108609;10557951
108635;10558614
108662;10558378
108688;10557999
108714;10557992
108740;10557859
108766;10558204
108793;10558591
108819;10559043
108845;10558792
108872;10558717
108897;10558950
108924;10558792
108950;10559198
108976;10558812
109002;10558491
109028;10558991
109055;10559048
109081;10559590
109107;10559191
109133;10559560
109160;10559336
109186;10560240
109212;10559535
109238;10559480
109265;10559294
109290;10559006
109317;10559101
109343;10558704
109369;10559505
109395;10558880
109422;10559063
109448;10559116
109474;10559590
109501;10559631
109526;10559457
109553;10560579
109579;10559959
109605;10560328
109632;10560416
109658;10559929
109684;10560431
109710;10560386
109736;10560885
109763;10560488
109789;10560491
109815;10560908
109841;10561091
109868;10561812
109893;10561292
109920;10560820
109946;10560933
109972;10560778
109998;10561031
110025;10560579
110051;10560835
110077;10560534
110104;10560963
110129;10561194
110156;10561034
110182;10560770
110208;10560624
110235;10560376
110260;10560461
110287;10560835
110313;10560998
110339;10560860
110366;10561315
110391;10561056
110418;10561563
110444;10561910
110470;10561962
110496;10561701
110523;10561495
110549;10602976
110575;10561982
110602;10561315
110627;10561174
110654;10562053
110681;10561661
110706;10561603
110733;10561465
110758;10561997
110785;10561523
110811;10561613
110837;10562304
110864;10561889
110889;10561756
110916;10561812
110942;10561490
110969;10561869
110995;10562120
111021;10562176
111047;10561819
111074;10561844
111100;10561967
111125;10561915
111152;10562386
111178;10561784
111204;10562299
111231;10562550
111257;10562785
111283;10562863
111309;10562976
111335;10563149
111362;10564000
111388;10563217
111415;10563471
111440;10563089
111466;10563114
111493;10563661
111519;10563985
111545;10563902
111571;10563815
111598;10563917
111624;10563902
111650;10564128
111676;10563817
111703;10563405
111729;10563702
111755;10563405
111781;10563832
111807;10563360
111833;10563415
111860;10564256
111886;10563754
111913;10564239
111938;10564123
111964;10564573
111991;10564369
112017;10564098
112044;10564173
112069;10564035
112096;10564414
112122;10564327
112148;10563970
112174;10563932
112201;10564158
112227;10564660
112253;10564221
112279;10564322
112306;10564844
112331;10564492
112358;10564372
112384;10564256
112410;10564221
112437;10565602
112462;10564738
112489;10564352
112515;10564753
112541;10565243
112568;10564936
112593;10564921
112620;10565177
112647;10564977
112672;10565014
112699;10565007
112725;10565127
112751;10565187
112777;10565556
112803;10565750
112829;10565581
112856;10565654
112882;10565787
112908;10565679
112934;10565519
112961;10565760
112987;10565622
113013;10565770
113040;10565413
113066;10566294
113092;10565489
113118;10565694
113144;10565895
113171;10565649
113196;10565976
113223;10566016
113250;10565905
113275;10566641
113302;10565795
113328;10565609
113354;10565955
113380;10566548
113406;10565955
113432;10566134
113459;10566274
113485;10566483
113511;10566277
113538;10566608
113563;10566232
113590;10566206
113617;10565868
113642;10565827
113669;10565714
113694;10566191
113721;10566141
113748;10566759
113773;10566801
113800;10565863
113826;10565843
113852;10566375
113879;10566904
113904;10566488
113931;10566390
113957;10566776
113983;10566912
114009;10566990
114036;10566995
114061;10567444
114088;10567404
114115;10566959
114140;10566814
114167;10566952
114193;10567396
114219;10567336
114245;10567609
114272;10567112
114298;10567429
114324;10567401
114350;10567291
114376;10566894
114402;10567266
114429;10567306
114455;10567251
114481;10567747
114508;10567951
114533;10567451
114560;10567343
114586;10567547
114612;10567803
114639;10567717
114665;10567758
114691;10567813
114717;10568350
114744;10567574
114769;10568184
114796;10567640
114822;10568014
114848;10567753
114874;10568244
114901;10568388
114927;10568418
114953;10568076
114980;10568157
115005;10568445
115032;10568049
115058;10567906
115085;10568280
115110;10568581
115137;10568239
115163;10567785
115189;10568767
115215;10568034
115242;10568910
115268;10568295
115294;10568282
115320;10567675
115347;10567933
115372;10567865
115399;10567527
115425;10567589
115451;10567705
115478;10567642
115503;10569002
115530;10568430
115556;10567469
115582;10567542
115609;10567916
115635;10567469
115661;10567800
115687;10567921
115714;10568076
115740;10567881
115766;10568443
115792;10568445
115819;10568352
115844;10568782
115870;10568965
115897;10569469
115923;10568689
115949;10568814
115976;10569896
116002;10569095
116028;10569846
116054;10569661
116080;10570009
116106;10569442
116133;10569543
116159;10569605
116185;10569447
116211;10569936
116238;10569565
116264;10569883
116290;10570082
116316;10570175
116343;10570016
116369;10569979
116395;10569971
116421;10570185
116447;10570132
116474;10570938
116500;10570584
116526;10570880
116552;10571153
116578;10570441
116605;10570800
116631;10570835
116657;10570682
116684;10571061
116709;10570549
116736;10570787
116762;10570707
116788;10571003
116815;10570707
116840;10571056
116867;10570754
116893;10571465
116919;10570958
116945;10571045
116972;10570938
116998;10571274
117024;10571138
117050;10571045
117077;10571003
117102;10571071
117129;10571199
117155;10571138
117181;10571023
117208;10571276
117234;10570805
117260;10570953
117287;10571347
117312;10571204
117339;10571236
117365;10571306
117391;10570953
117417;10571156
117443;10571066
117470;10570907
117496;10571101
117522;10571364
117548;10571678
117575;10571050
117601;10570621
117627;10570998
117653;10571256
117679;10571151
117706;10571101
117732;10571199
117758;10571291
117785;10571229
117810;10571530
117837;10571377
117863;10571510
117889;10571291
117916;10571419
117941;10571791
117968;10571502
117994;10571417
118020;10571776
118046;10571322
118073;10570953
118099;10570805
118125;10570707
118151;10571133
118178;10571573
118204;10571050
118230;10571101
118256;10570784
118283;10570599
118308;10571256
118335;10571064
118361;10571653
118387;10571322
118413;10571696
118440;10571834
118466;10571783
118492;10571003
118519;10571517
118544;10571746
118571;10571409
118597;10571274
118623;10571163
118650;10571153
118676;10571146
118702;10571083
118728;10571259
118755;10571502
118780;10570915
118807;10570915
118833;10571281
118859;10570988
118886;10571158
118912;10571741
118938;10571650
118964;10571608
118991;10571801
119017;10572790
119042;10571357
119069;10570815
119095;10570323
119121;10570789
119147;10571204
119174;10571098
119200;10571332
119227;10571827
119252;10571146
119278;10571066
119305;10571583
119331;10571450
119358;10571261
119384;10571465
119409;10572208
119436;10571407
119463;10571485
119488;10571593
119515;10571429
119541;10571440
119567;10571673
119593;10571296
119619;10571497
119646;10571608
119672;10571685
119698;10572078
119724;10571325
119751;10571482
119776;10572238
119803;10571997
119829;10572797
119855;10572446
119882;10572827
119908;10572735
119934;10572571
119960;10572554
119987;10572590
120012;10573129
120039;10572687
120066;10573304
120091;10573041
120118;10572454
120143;10572534
120170;10572895
120196;10572642
120222;10572945
120249;10572735
120275;10572775
120301;10572607
120327;10572494
120353;10572582
120380;10573134
120406;10573088
120432;10574188
120458;10573420
120485;10573518
120511;10573452
120537;10573435
120563;10573370
120590;10573585
120615;10573691
120642;10573887
120668;10573688
120694;10574326
120721;10573831
120746;10574030
End Calibration
I received: 
