=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.07.05 20:25:44 =~=~=~=~=~=~=~=~=~=~=~=
inspect;
I received: inspect
inspecting
time;humidity
639371;10418468
639396;10419259
639423;10418752
639449;10418535
639475;10418069
639502;10418112
639527;10417920
639554;10417295
639580;10417231
639606;10416832
639633;10416744
639659;10416527
639684;10415818
639711;10415557
639737;10415745
639764;10416985
639790;10418152
639815;10418235
639842;10418669
639869;10418653
639894;10419161
639921;10418245
639947;10418816
639973;10418466
639999;10418079
640025;10418959
640052;10418915
640078;10419983
640104;10420894
640130;10420800
640156;10419668
640183;10418309
640209;10418368
640235;10418039
640262;10417442
640288;10417058
640314;10417181
640340;10417630
640366;10416014
640392;10416631
640419;10415567
640445;10415527
640471;10415237
640497;10415946
640524;10416541
640550;10416887
640576;10418698
640602;10418408
640628;10419087
640655;10419628
640680;10419811
640707;10418920
640733;10419407
640760;10418531
640786;10418082
640812;10418526
640838;10417901
640864;10416595
640890;10417818
640917;10417747
640943;10419392
640970;10418714
640996;10418048
641022;10417118
641048;10416192
641074;10416123
641100;10416029
641126;10414686
641153;10412663
641179;10411412
641206;10410845
641231;10410859
641257;10412199
641284;10411968
641310;10412948
641336;10413460
641363;10414183
641389;10415409
641415;10415188
641441;10415115
641467;10415488
641493;10415813
641520;10415768
641546;10415484
641572;10415301
641599;10415379
641625;10415517
641651;10415582
641677;10416275
641703;10415640
641730;10415813
641756;10415552
641782;10415597
641808;10415567
641835;10416074
641860;10415823
641887;10416334
641913;10415577
641940;10415715
641965;10415828
641992;10416172
642018;10415867
642044;10416162
642070;10415779
642097;10415709
642123;10415517
642149;10416147
642175;10415336
642202;10414532
642227;10415547
642254;10414937
642280;10415562
642306;10414483
642333;10414774
642358;10415085
642385;10414079
642411;10413928
642437;10412854
642463;10413331
642490;10414390
642516;10415414
642542;10415755
642568;10415552
642595;10415502
642621;10415488
642647;10415632
642673;10415286
642699;10414400
642726;10413794
642752;10413022
642778;10412141
642805;10412332
642830;10412214
642857;10413436
642883;10413844
642909;10414636
642935;10414784
642962;10414301
642988;10412972
643014;10413071
643041;10414355
643066;10413843
643093;10414149
643119;10415188
643145;10415434
643172;10416147
643198;10415868
643224;10415734
643250;10416001
643276;10415118
643303;10414169
643329;10413499
643355;10413509
643381;10412879
643407;10411884
643434;10411387
643460;10410161
643486;10409594
643512;10407980
643538;10406246
643565;10404145
643591;10401679
643617;10401397
643643;10399897
643670;10399777
643695;10398813
643722;10399556
643748;10399265
643774;10399561
643800;10399822
643827;10400911
643853;10401525
643879;10400896
643906;10401954
643932;10401580
643958;10401541
643984;10401728
644010;10401634
644037;10401442
644063;10400984
644089;10401599
644115;10401205
644141;10401092
644167;10400959
644194;10401181
644220;10401333
644247;10400954
644272;10401787
644298;10402116
644325;10401289
644351;10401712
644378;10400866
644404;10402190
644430;10401044
644456;10401126
644482;10400974
644509;10400073
644534;10400866
644561;10400132
644587;10400043
644613;10400128
644640;10399896
644666;10399438
644692;10399236
644718;10399787
644744;10399827
644770;10399955
644797;10400304
644823;10400314
644849;10400216
644875;10400432
644902;10399729
644928;10400457
644954;10399906
644980;10400324
645006;10400245
645033;10400206
645059;10400369
645085;10400890
645111;10399930
645137;10400414
645164;10400974
645190;10401039
645216;10400718
645242;10401850
645269;10401442
645294;10401964
645321;10401634
645347;10401673
645373;10402555
645399;10402899
645426;10404770
645452;10405297
645478;10405489
645505;10406488
645530;10406670
645557;10407005
645583;10406867
645609;10407005
645636;10407616
645662;10407527
645688;10406936
645714;10407094
645740;10407754
645767;10407015
645793;10406685
645819;10406882
645845;10405528
645872;10405371
645898;10406213
645924;10404648
645950;10405011
645976;10404672
646003;10405124
646029;10404987
646055;10404420
646082;10404676
646107;10404602
646134;10404022
646160;10404189
646186;10404268
646213;10404046
646239;10407787
646265;10404923
646291;10405396
646317;10404745
646343;10404509
646370;10404179
646396;10404618
646422;10404623
646448;10404730
646474;10404879
646501;10404715
646527;10404169
646553;10404061
646579;10404366
646606;10404273
646632;10403780
646658;10403628
646684;10404209
646710;10403928
646737;10404577
646763;10404214
646789;10404208
646815;10404440
646841;10404312
646868;10404672
646894;10404297
646921;10404203
646946;10404706
646972;10404612
646999;10404076
647025;10404411
647051;10404617
647078;10404091
647103;10403844
647130;10403913
647156;10403775
647182;10403756
647208;10404017
647235;10403830
647261;10403850
647287;10404199
647313;10403219
647339;10402737
647366;10403756
647392;10403062
647418;10402633
647445;10402007
647471;10402632
647497;10402718
647523;10401786
647549;10402111
647575;10402437
647602;10401737
647628;10401392
647654;10401200
647680;10400585
647707;10401157
647733;10401038
647759;10400688
647785;10400452
647812;10401398
647837;10400097
647864;10399694
647890;10399945
647916;10399418
647942;10398464
647969;10399398
647995;10398443
648021;10398547
648047;10397676
648073;10397508
648100;10397686
648126;10397631
648152;10397937
648178;10396562
648205;10396253
648231;10395873
648257;10395450
648283;10395495
648309;10395903
648336;10394819
648362;10394751
648388;10394727
648414;10394849
648440;10394244
648467;10393987
648493;10394672
648519;10393122
648545;10393678
648572;10392900
648598;10392811
648624;10392762
648651;10392353
I received: 
