=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.07.04 11:54:28 =~=~=~=~=~=~=~=~=~=~=~=
calibrate;
I received: calibrate
releasing pressure
depressurization complete
start calibration
time;humidity
1695726;10453196
1695745;10522659
1695798;10454127
1695852;10455324
1695905;10455259
1695958;10455741
1696012;10456391
1696065;10456386
1696118;10456652
1696171;10456918
1696224;10455821
1696277;10455638
1696331;10456436
1696384;10457598
1696437;10458080
1696490;10458769
1696544;10460005
1696597;10460787
1696650;10460571
1696703;10459572
1696757;10459252
1696810;10459114
1696863;10459483
1696917;10460325
1696970;10460910
1697023;10461713
1697077;10462318
1697129;10462250
1697183;10461043
1697236;10460990
1697289;10461043
1697342;10460892
1697396;10461226
1697449;10462102
1697502;10463432
1697556;10463979
1697609;10463575
1697662;10463442
1697715;10463816
1697769;10463437
1697822;10463422
1697875;10463921
1697928;10463821
1697981;10463091
1698035;10462945
1698088;10463231
1698141;10463236
1698194;10462629
1698248;10463000
1698301;10463512
1698355;10463246
1698408;10463881
1698461;10464742
1698514;10465023
1698567;10464097
1698621;10464004
1698674;10464353
1698727;10465023
1698781;10465397
1698834;10465028
1698886;10465786
1698940;10464787
1698993;10464702
1699047;10465904
1699100;10466027
1699153;10465899
1699207;10464845
1699260;10463871
1699313;10464097
1699366;10464549
1699420;10464943
1699472;10466228
1699526;10467360
1699579;10467646
1699633;10466725
1699685;10466908
1699739;10467011
1699792;10466105
1699845;10466145
1699898;10467036
1699952;10467513
1700005;10468148
1700059;10467857
1700111;10467970
1700165;10467882
1700218;10468961
1700271;10469551
1700325;10469566
1700378;10470357
1700431;10470299
1700485;10470833
1700538;10470111
1700591;10469481
1700644;10469220
1700697;10469729
1700750;10469614
1700804;10470113
1700857;10470116
1700910;10470357
1700964;10470136
1701017;10469245
1701070;10468276
1701124;10468344
1701176;10468444
1701230;10469132
1701283;10469521
1701336;10469388
1701390;10469486
1701443;10468896
1701496;10469069
1701549;10469330
1701603;10470540
1701656;10470969
1701709;10470507
1701763;10470886
1701816;10470781
1701869;10470843
1701922;10471260
1701975;10470979
1702029;10471205
1702082;10472231
1702135;10471767
1702188;10471413
1702242;10471162
1702295;10470678
1702348;10470362
1702401;10471215
1702455;10471639
1702508;10472161
1702562;10471704
1702615;10471466
1702667;10471521
1702721;10471930
1702774;10471443
1702828;10470648
1702880;10470545
1702934;10470761
1702987;10470756
1703040;10470936
1703094;10470871
1703147;10470633
1703200;10471102
1703253;10471762
1703307;10471744
1703360;10472141
1703414;10472492
1703467;10473195
1703519;10473165
1703573;10473082
1703626;10472919
1703679;10472929
1703733;10473323
1703786;10472500
1703839;10471837
1703892;10471817
1703946;10471699
1703999;10472068
1704053;10472181
1704105;10472688
1704159;10473333
1704212;10473328
1704266;10473825
1704318;10474031
1704372;10474425
1704425;10473998
1704478;10474154
1704532;10474061
1704584;10473072
1704638;10472934
1704692;10472851
1704745;10473486
1704798;10473554
1704851;10473672
1704904;10473880
1704957;10473697
1705011;10473125
1705064;10473343
1705118;10473544
1705170;10474016
1705223;10474538
1705277;10474804
1705330;10474982
1705384;10474533
1705436;10474593
1705490;10474174
1705543;10474470
1705596;10475105
1705650;10474839
1705703;10474106
1705756;10473883
1705810;10473559
1705863;10473893
1705916;10474332
1705969;10474583
1706023;10474543
1706076;10474106
1706129;10474116
1706182;10474455
1706235;10474500
1706289;10474214
1706342;10474490
1706395;10474711
1706449;10474573
1706502;10473499
1706555;10473343
1706608;10473539
1706662;10474159
1706715;10473298
1706768;10473466
1706822;10474066
1706874;10474907
1706927;10474006
1706981;10474164
1707034;10474435
1707087;10475135
1707141;10474799
1707194;10475090
1707247;10476277
1707301;10476434
1707354;10476390
1707407;10476788
1707461;10476695
1707514;10475902
1707566;10475434
1707620;10474834
1707673;10474440
1707727;10474799
1707780;10474224
1707833;10475065
1707886;10475100
1707940;10475414
1707993;10475695
1708046;10475828
1708099;10475380
1708153;10475366
1708206;10475617
1708259;10475665
1708312;10475479
1708365;10475665
1708419;10475399
1708472;10476212
1708526;10476843
1708579;10476971
1708632;10477852
1708685;10475931
1708738;10466682
1708792;10468615
1708845;10469586
1708898;10470919
1708951;10471255
1709005;10472284
1709058;10473062
1709111;10473160
1709165;10474021
1709218;10474671
1709271;10475396
1709324;10475680
1709377;10475459
1709430;10475376
1709484;10476040
1709537;10475641
1709590;10475148
1709644;10475030
1709697;10475218
1709750;10475253
1709803;10475926
1709856;10476316
1709910;10476483
1709963;10476926
1710016;10475607
1710070;10475637
1710123;10475976
1710176;10476395
1710230;10476665
1710283;10476390
1710335;10475878
1710389;10476621
1710443;10475617
1710496;10476025
1710549;10476153
1710602;10476031
1710656;10476094
1710709;10476833
1710762;10477084
1710815;10476906
1710868;10476099
1710921;10476488
1710975;10476020
1711028;10476444
1711081;10476399
1711135;10476705
1711188;10476665
1711241;10476631
1711294;10477282
1711348;10476936
1711401;10476818
1711454;10476991
1711508;10476439
1711561;10475996
1711613;10476016
1711667;10486646
1711720;10474121
1711774;10474327
1711827;10474598
1711880;10474636
1711933;10475321
1711986;10475685
1712040;10475793
1712093;10475562
1712147;10475371
1712200;10474573
1712252;10474618
1712306;10475075
1712359;10475464
1712413;10475848
1712466;10476473
1712519;10476370
1712573;10476124
1712626;10476296
1712679;10476021
1712732;10476291
1712785;10476395
1712839;10476188
1712892;10475843
1712945;10476764
1712998;10477162
1713052;10477641
1713105;10477400
1713158;10477674
1713211;10477548
1713265;10477837
1713318;10477468
1713371;10477074
1713424;10476715
1713477;10477335
1713531;10476976
1713584;10476931
1713637;10475798
1713690;10476621
1713744;10476552
1713797;10477345
1713850;10477729
1713903;10477641
1713957;10477651
1714010;10478625
1714063;10479250
1714117;10479358
1714170;10479109
1714223;10478299
1714276;10477872
1714330;10477674
1714383;10477651
1714436;10478369
1714490;10478389
1714543;10478354
1714596;10478683
1714649;10477709
1714702;10478043
1714755;10477606
1714809;10478153
1714862;10477769
1714915;10477960
1714969;10477749
1715022;10477950
1715075;10477011
1715129;10477257
1715182;10476335
1715235;10476592
1715288;10476843
1715342;10477395
1715395;10477754
1715447;10477764
1715501;10478251
1715554;10479410
1715608;10479205
1715661;10478595
1715714;10478294
1715768;10478723
1715821;10478944
1715874;10479441
1715927;10478793
1715981;10479200
1716033;10479629
1716087;10479679
1716140;10479036
1716193;10478693
1716247;10478158
1716300;10476878
1716353;10476887
1716406;10477513
1716460;10477488
1716513;10477621
1716566;10478020
1716619;10478196
1716673;10477656
1716726;10476951
1716779;10477576
1716833;10477606
1716886;10478068
1716939;10477807
1716993;10478389
1717046;10477920
1717099;10477463
1717152;10477925
1717205;10477754
1717258;10477822
1717312;10477684
1717365;10478058
1717418;10477764
1717472;10478078
1717525;10477902
1717578;10478211
1717631;10478048
1717685;10478743
1717738;10478580
1717791;10477694
1717844;10478605
1717898;10478251
1717951;10478369
1718004;10476641
1718058;10476675
1718110;10476813
1718164;10477654
1718217;10478866
1718270;10477847
1718324;10477636
1718377;10477045
1718430;10477641
1718483;10478537
1718537;10478788
1718589;10479152
1718643;10479611
1718696;10479481
1718749;10479137
1718803;10479011
1718856;10479448
1718909;10479626
1718963;10479265
1719016;10479744
1719069;10479333
1719123;10479380
1719175;10479112
1719229;10479167
1719282;10480088
1719335;10480010
1719388;10480399
1719442;10480098
1719495;10480354
1719548;10481363
1719602;10481383
1719655;10480803
1719708;10480025
1719761;10479576
1719815;10479629
1719868;10479679
1719921;10480113
1719975;10480053
1720027;10479395
1720080;10478379
1720134;10478015
1720187;10477930
1720240;10477611
1720294;10477551
1720347;10477413
1720400;10477714
1720454;10476730
1720507;10477538
1720560;10477907
1720613;10478517
1720666;10479212
1720720;10479531
1720773;10479945
1720826;10479147
1720879;10478324
1720933;10479491
1720986;10479333
1721039;10478846
1721092;10478989
1721146;10478620
1721199;10479062
1721252;10477694
1721306;10477837
1721359;10478821
1721412;10478971
1721465;10479287
1721519;10479353
1721572;10479390
1721625;10479448
1721678;10479930
1721731;10479759
1721785;10478941
1721838;10478861
1721891;10478256
1721944;10478517
1721998;10479200
1722051;10478994
1722104;10478153
1722158;10478678
1722211;10479358
1722264;10478994
1722317;10479227
1722371;10478226
1722424;10478043
1722477;10477453
1722530;10476911
1722583;10477601
1722637;10477724
1722690;10477897
1722743;10477350
1722797;10477606
1722849;10477877
1722903;10478241
1722956;10477601
1723010;10477340
1723063;10477606
1723116;10477822
1723169;10477611
1723222;10477109
1723276;10477719
1723329;10477709
1723382;10477395
1723436;10475897
1723489;10474967
1723542;10475276
1723595;10476429
1723649;10476424
1723701;10476911
1723755;10477920
1723809;10478452
1723862;10479185
1723915;10479631
1723968;10479280
1724021;10478986
1724075;10479508
1724128;10479277
1724181;10478833
1724235;10478778
1724287;10479024
1724341;10478813
1724394;10479044
1724448;10478753
1724501;10478858
1724553;10479408
1724607;10478816
1724660;10478984
1724714;10478803
1724767;10478969
1724820;10479661
1724873;10479975
1724926;10480615
1724980;10480045
1725033;10479355
1725086;10478856
1725139;10478600
1725193;10478665
1725246;10478745
1725299;10478359
1725352;10478570
1725406;10479697
1725459;10479734
1725512;10478770
1725565;10475527
1725619;10475381
1725672;10476079
1725725;10475484
1725778;10476434
1725832;10477162
1725885;10472884
1725938;10470444
1725991;10455711
1726045;10438638
1726098;10430632
1726151;10414932
1726204;10399039
1726258;10383378
1726311;10366776
1726364;10354173
1726418;10343711
1726471;10333219
1726524;10323776
1726578;10312940
1726631;10306327
1726684;10297278
1726737;10288121
1726791;10281150
1726843;10272908
1726897;10267644
1726950;10261776
1727003;10253224
1727057;10246085
1727110;10240961
1727163;10234742
1727216;10232089
1727270;10227716
1727322;10223404
1727376;10220460
