=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.07.05 19:06:19 =~=~=~=~=~=~=~=~=~=~=~=
calibrate;
I received: calibrate
releasing pressure
depressurization complete
start calibration
time;humidity
3043311;11052794
3043332;11112316
3043359;11052756
3043384;11052794
3043411;11053124
3043436;11052829
3043463;11052943
3043489;11053161
3043516;11053045
3043541;11052701
3043568;11052901
3043594;11053161
3043621;11053012
3043646;11053113
3043673;11053045
3043699;11053150
3043725;11053171
3043752;11053124
3043778;11053241
3043804;11053113
3043830;11053140
3043857;11052880
3043882;11052745
3043909;11052994
3043935;11053117
3043961;11053161
3043988;11053443
3044013;11053006
3044040;11053208
3044066;11053162
3044092;11053155
3044119;11053422
3044144;11053189
3044171;11053087
3044197;11053278
3044223;11053364
3044250;11053348
3044276;11053155
3044302;11053001
3044328;11053252
3044354;11053450
3044381;11053582
3044407;11053027
3044433;11053091
3044459;11053551
3044485;11053369
3044512;11053490
3044538;11053375
3044564;11053157
3044591;11053401
3044617;11053332
3044643;11053278
3044669;11053087
3044696;11053411
3044721;11053555
3044748;11053469
3044774;11053268
3044800;11053189
3044826;11053481
3044852;11053454
3044879;11053573
3044905;11053422
3044931;11053695
3044957;11053503
3044984;11053262
3045010;11053140
3045036;11053262
3045062;11053348
3045089;11053262
3045115;11053322
3045141;11053438
3045167;11053167
3045193;11053352
3045220;11053429
3045246;11053678
3045272;11053364
3045298;11053050
3045325;11053140
3045350;11053385
3045377;11053513
3045403;11053401
3045429;11053283
3045456;11053513
3045481;11053720
3045508;11053429
3045534;11053396
3045560;11053588
3045587;11053673
3045613;11053406
3045639;11053364
3045665;11053673
3045691;11053513
3045718;11053529
3045744;11053571
3045770;11053362
3045796;11053408
3045823;11053401
3045848;11053641
3045875;11053711
3045901;11053518
3045927;11053369
3045954;11053427
3045980;11053257
3046006;11053061
3046032;11053352
3046058;11053490
3046085;11053375
3046111;11053380
3046137;11053273
3046163;11053362
3046190;11053299
3046216;11053192
3046242;11053252
3046268;11053332
3046294;11053317
3046321;11053246
3046347;11053490
3046373;11053368
3046399;11053311
3046425;11053513
3046452;11053455
3046478;11053534
3046504;11053599
3046531;11053492
3046556;11053375
3046583;11053475
3046609;11053481
3046635;11053539
3046662;11053406
3046688;11053699
3046714;11053701
3046740;11053432
3046767;11053413
3046792;11053550
3046819;11053466
3046845;11053364
3046871;11053501
3046897;11053229
3046924;11053013
3046950;11053091
3046976;11053092
3047002;11053092
3047028;11053396
3047055;11053183
3047081;11052985
3047107;11053240
3047133;11052947
3047159;11053061
3047186;11053203
3047212;11053506
3047238;11053150
3047264;11053448
3047291;11053210
3047317;11053027
3047343;11053071
3047369;11053375
3047395;11053706
3047421;11053129
3047448;11053364
3047474;11053134
3047501;11053166
3047527;11052996
3047552;11052810
3047579;11053017
3047605;11053331
3047632;11052894
3047658;11053166
3047684;11053301
3047710;11053496
3047736;11053629
3047763;11053096
3047789;11053353
3047814;11053445
3047841;11053150
3047867;11053092
3047894;11053471
3047919;11053198
3047946;11053183
3047972;11053375
3047998;11053299
3048025;11052975
3048051;11053006
3048077;11053146
3048103;11053182
3048130;11053194
3048156;11053124
3048182;11052910
3048208;11053097
3048234;11053113
3048261;11053134
3048286;11053076
3048313;11053087
3048339;11053224
3048365;11053310
3048392;11053310
3048417;11053194
3048444;11053338
3048471;11053246
3048496;11052873
3048523;11052975
3048548;11053059
3048575;11053140
3048602;11053097
3048627;11052761
3048654;11052782
3048679;11052868
3048706;11053401
3048733;11053353
3048758;11053038
3048785;11052980
3048811;11053033
3048837;11053070
3048864;11053006
3048889;11053071
3048916;11052915
3048942;11052868
3048968;11052880
3048995;11053150
3049020;11052910
3049047;11053220
3049073;11053012
3049099;11053103
3049126;11053055
3049151;11053129
3049178;11053145
3049204;11053087
3049230;11053118
3049257;11053097
3049283;11053070
3049309;11053082
3049336;11052980
3049361;11052889
3049388;11053113
3049414;11053082
3049440;11052920
3049467;11052985
3049492;11052975
3049519;11053097
3049545;11052745
3049571;11052964
3049598;11053124
3049623;11053006
3049650;11053039
3049676;11052996
3049702;11053085
3049729;11053045
3049755;11053048
3049781;11052804
3049807;11052905
3049834;11053076
3049859;11053017
3049886;11052927
3049912;11052931
3049938;11053017
3049965;11053039
3049990;11053101
3050017;11052885
3050043;11052766
3050069;11052580
3050096;11052973
3050122;11052814
3050148;11052815
3050174;11052430
3050200;11052591
3050227;11052708
3050253;11052756
3050279;11052692
3050305;11052670
3050332;11052917
3050357;11052612
3050384;11052628
3050410;11052682
3050436;11052968
3050463;11052868
3050488;11052435
3050515;11052773
3050541;11052766
3050567;11052819
3050593;11053070
3050620;11052585
3050646;11052552
3050672;11052707
3050699;11052664
3050724;11052996
3050751;11052670
3050777;11052600
3050804;11052724
3050830;11052643
3050855;11052580
3050882;11052579
3050908;11052617
3050935;11052734
3050960;11052756
3050987;11052814
3051013;11052719
3051040;11052612
3051065;11052542
3051092;11052841
3051118;11052824
3051144;11052794
3051171;11052734
3051196;11052633
3051223;11053422
3051249;11052975
3051276;11052761
3051301;11052820
3051327;11052985
3051354;11052792
3051380;11052884
3051407;11052789
3051432;11052542
3051458;11052564
3051485;11052719
3051511;11052686
3051537;11053045
3051564;11052852
3051589;11052761
3051616;11052708
3051642;11052920
3051668;11052873
3051695;11052804
3051721;11052745
3051747;11053101
3051773;11052468
3051799;11052724
3051826;11052969
3051852;11052447
3051879;11052696
3051904;11052756
3051930;11052798
3051957;11052745
3051983;11053290
3052009;11052798
3052035;11052606
3052062;11053194
3052088;11053033
3052114;11052857
3052140;11052771
3052167;11052761
3052192;11053070
3052219;11052905
3052246;11052975
3052271;11052933
3052298;11052910
3052324;11052933
3052350;11053198
3052376;11052927
3052402;11052905
3052429;11052938
3052455;11052792
3052481;11052985
3052507;11052894
3052533;11052933
3052560;11052852
3052586;11052852
3052612;11052835
3052638;11052850
3052665;11052856
3052691;11053001
3052717;11052873
3052743;11052915
3052770;11052826
3052795;11052894
3052822;11052894
3052848;11052661
3052874;11052659
3052901;11052810
3052926;11052840
3052953;11052957
3052980;11052938
3053005;11052756
3053032;11052878
3053058;11052899
3053084;11053064
3053110;11052745
3053137;11052847
3053163;11052698
3053189;11052713
3053215;11052591
3053241;11053017
3053268;11052591
3053294;11052451
3053320;11052484
3053346;11052468
3053372;11052692
3053399;11052137
3053425;11052207
3053451;11052473
3053477;11052543
3053504;11052222
3053529;11051826
3053555;11052323
3053582;11052292
3053609;11052286
3053634;11052164
3053661;11052296
3053687;11052238
3053713;11052317
3053740;11052217
3053765;11052143
3053792;11052147
3053818;11052387
3053844;11052159
3053871;11052207
3053897;11052233
3053923;11052280
3053949;11052287
3053976;11052201
3054001;11052110
3054028;11052105
3054054;11052249
3054080;11052265
3054106;11051849
3054133;11052116
3054158;11052259
3054185;11052403
3054212;11052468
3054237;11052212
3054264;11052068
3054290;11052142
3054316;11052003
3054343;11052212
3054369;11051930
3054395;11051998
3054421;11052110
3054447;11052271
3054473;11052061
3054500;11052794
3054526;11052403
3054552;11052314
3054579;11052222
3054605;11052280
3054631;11052312
3054657;11052228
3054683;11052196
3054709;11052191
3054735;11052335
3054762;11051928
3054788;11052094
3054814;11052009
3054840;11051993
3054867;11051865
3054893;11052152
3054919;11052378
3054945;11056484
3054972;11052116
3054997;11053716
3055024;11052068
3055050;11052430
3055076;11052110
3055102;11052021
3055129;11052168
3055155;11051961
3055181;11052010
3055207;11052147
3055234;11051972
3055260;11051972
3055286;11051972
3055313;11052014
3055338;11051924
3055365;11051956
3055391;11051812
3055417;11051849
3055443;11051679
3055469;11051747
3055496;11051844
3055522;11052142
3055548;11051866
3055575;11051710
3055600;11051721
3055627;11051321
3055653;11051758
3055679;11051886
3055705;11051837
3055732;11052019
3055758;11051896
3055784;11051865
3055810;11051928
3055837;11052031
3055863;11051881
3055889;11052052
3055915;11051961
3055941;11052003
3055968;11052122
3055994;11051833
3056020;11052072
3056046;11051939
3056073;11051945
3056099;11052201
3056125;11051860
3056151;11051731
3056178;11051854
3056203;11051812
3056230;11052419
3056256;11051817
3056282;11052036
3056308;11051933
3056335;11052042
3056360;11051961
3056387;11051833
3056414;11051945
3056439;11051928
3056466;11051833
3056492;11051854
3056518;11051886
3056545;11052073
3056571;11052030
3056597;11051849
3056623;11051998
3056649;11051875
3056676;11051875
3056701;11051828
3056728;11052110
3056755;11051898
3056780;11051886
3056807;11051891
3056833;11051860
3056859;11051917
3056886;11051988
3056911;11051902
3056938;11051619
3056963;11051614
3056990;11051849
3057016;11051893
3057042;11051886
3057069;11052063
3057095;11052024
3057121;11051945
3057147;11051726
3057174;11051519
3057200;11051811
3057226;11051731
3057252;11051779
3057278;11051721
3057304;11051652
3057331;11051917
3057357;11051893
3057383;11051688
3057410;11051763
3057435;11051556
3057462;11051507
3057488;11051731
3057515;11051742
3057540;11051870
3057567;11051977
3057593;11051817
3057619;11052003
3057646;11051881
3057671;11051870
3057698;11051768
3057724;11051935
3057750;11051849
3057777;11051896
3057802;11051812
3057829;11051924
3057855;11051779
3057881;11051742
3057908;11051854
3057934;11051988
3057960;11052196
3057986;11051977
3058013;11051817
3058039;11051779
3058065;11051705
3058091;11052014
3058117;11051733
3058144;11051716
3058170;11051933
3058196;11051754
3058222;11051465
3058248;11051400
3058275;11051700
3058300;11051802
3058327;11051914
3058353;11051774
3058380;11051935
3058405;11051551
3058432;11051465
3058458;11051561
3058484;11051742
3058511;11051731
3058537;11051663
3058563;11051716
3058589;11051705
3058616;11051614
3058642;11051588
3058668;11051674
3058694;11051661
3058720;11051689
3058747;11051710
3058773;11051635
3058799;11051744
3058825;11051533
3058851;11051616
3058878;11051577
3058904;11051609
