=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.07.05 21:16:26 =~=~=~=~=~=~=~=~=~=~=~=
1085433;10614884
1085459;10612734
1085486;10610308
1085512;10608403
1085538;10606011
1085564;10604465
1085590;10603216
1085616;10602463
1085643;10601695
1085669;10600901
1085696;10600718
1085722;10599882
1085747;10599212
1085774;10598597
1085800;10597440
1085827;10596232
1085852;10595688
1085879;10595166
1085905;10594772
1085932;10594454
1085957;10594425
1085984;10594459
1086010;10594439
1086036;10594834
1086063;10594951
1086088;10594829
1086115;10594809
1086141;10595269
1086167;10595658
1086194;10595929
1086219;10596365
1086246;10596871
1086273;10596960
1086298;10596697
1086325;10595570
1086351;10593943
1086377;10591931
1086403;10590593
1086429;10588475
1086456;10587558
1086482;10586278
1086508;10585136
1086534;10584220
1086560;10583465
1086587;10582925
1086613;10582232
1086639;10582372
1086666;10582396
1086691;10582960
1086718;10582777
1086744;10583236
1086770;10583661
1086797;10584368
1086823;10584117
1086849;10584180
1086875;10584444
1086902;10584486
1086927;10583979
1086954;10583410
1086980;10582310
1087006;10580508
1087033;10578505
1087059;10577338
1087085;10576789
1087111;10575450
1087138;10574136
1087163;10573066
1087190;10571854
1087216;10570641
1087242;10569991
1087268;10569359
1087295;10568967
1087321;10568596
1087347;10568691
1087373;10567876
1087399;10567497
1087426;10567431
1087452;10566995
1087478;10566954
1087504;10566051
1087531;10565499
1087557;10564886
1087583;10564445
1087609;10562929
1087635;10561091
1087661;10558644
1087688;10556525
1087714;10555105
1087740;10553898
1087767;10552713
1087792;10552100
1087819;10551993
1087845;10551824
1087871;10551940
1087897;10552090
1087924;10552377
1087950;10552828
1087976;10553097
1088003;10553943
1088028;10554221
1088055;10554962
1088081;10555587
1088107;10556274
1088133;10557143
1088160;10557600
1088186;10557557
1088212;10557414
1088238;10557605
1088265;10557690
1088291;10557931
1088317;10557798
1088343;10557467
1088369;10557352
1088396;10556995
1088422;10556937
1088448;10556781
1088474;10556237
1088501;10555863
1088527;10555514
1088553;10555437
1088579;10555215
1088605;10554435
1088632;10553973
1088658;10553493
1088684;10553077
1088710;10552612
1088737;10552407
1088762;10551721
1088789;10551280
1088815;10550672
1088841;10549688
1088867;10548413
1088894;10547994
1088920;10546293
1088946;10544804
1088972;10544372
1088999;10543185
1089024;10541933
1089051;10541443
1089078;10540683
1089103;10539227
1089130;10537985
1089156;10537081
1089182;10536032
1089209;10535658
1089234;10535043
1089261;10534448
1089287;10534328
1089313;10533974
1089340;10533693
1089366;10533620
1089392;10533484
1089418;10532872
1089444;10533166
1089471;10532480
1089496;10532141
1089523;10532653
1089549;10532350
1089575;10532581
1089602;10533048
1089627;10533718
1089654;10533795
1089680;10533484
1089706;10536534
1089733;10533206
1089759;10532659
1089785;10532136
1089812;10531491
1089837;10531296
1089864;10530892
1089890;10530892
1089916;10530821
1089943;10530834
1089968;10530600
1089995;10531328
1090020;10530583
1090047;10530447
1090074;10530753
1090099;10529755
1090126;10529340
1090152;10528838
1090178;10528572
1090205;10527747
1090230;10526873
1090257;10526017
1090283;10525729
1090309;10525377
1090336;10524940
1090362;10523728
1090388;10523485
1090414;10522689
1090440;10522739
1090467;10522624
1090492;10521650
1090519;10521582
1090545;10521449
1090571;10521311
1090598;10521454
1090624;10521271
1090650;10521065
1090676;10520965
1090703;10521469
1090728;10521492
1090755;10520857
1090781;10521040
1090807;10521221
1090833;10521484
1090860;10521364
1090886;10521236
1090912;10521376
1090939;10521517
1090964;10521148
1090991;10520734
1091017;10520154
1091043;10519652
1091069;10519529
1091096;10519183
1091122;10518934
1091148;10518352
1091174;10518877
1091201;10518510
1091227;10518490
1091253;10518214
1091279;10517300
1091306;10517170
1091332;10517002
1091358;10517082
1091384;10516479
1091410;10516181
1091437;10515930
1091463;10515194
1091489;10514793
1091516;10514805
1091541;10515009
1091568;10514848
1091594;10514384
1091620;10513957
1091646;10513505
1091672;10513144
1091699;10512843
1091725;10512644
1091751;10512049
1091778;10512079
1091803;10511178
1091830;10511015
1091856;10511138
1091882;10510855
1091909;10510852
1091934;10510508
1091961;10510528
1091987;10510400
1092013;10510267
1092039;10510711
1092066;10510330
1092092;10510242
1092118;10510056
1092145;10510114
1092170;10510066
1092197;10510405
1092223;10509740
1092249;10509755
1092275;10509386
1092302;10509354
1092328;10509499
1092354;10509045
1092380;10508751
1092406;10509213
1092433;10508440
1092459;10508161
1092485;10507604
1092511;10508179
1092537;10508204
