=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.06.29 16:03:44 =~=~=~=~=~=~=~=~=~=~=~=
calibrate;
I received: calibrate
start calibration
277120;10188369
277145;10188842
277172;10188605
277198;10188429
277224;10188555
277251;10187847
277277;10187844
277303;10187787
277329;10186794
277355;10186876
277381;10186256
277407;10185830
277434;10185340
277460;10184977
277486;10184075
277513;10184062
277538;10183116
277565;10183313
277591;10182958
277618;10182647
277643;10182751
277670;10182297
277696;10182106
277722;10182004
277748;10181536
277775;10181599
277801;10181181
277827;10181161
277854;10181299
277879;10180954
277906;10180669
277932;10180633
277958;10180743
277984;10180162
278011;10180043
278037;10180113
278063;10180048
278089;10180072
278115;10179710
278142;10179698
278168;10179729
278194;10179457
278221;10179705
278246;10179442
278273;10178932
278299;10179360
278325;10179792
278351;10179590
278378;10179557
278404;10180005
278430;10179910
278456;10179654
278483;10180452
278509;10180447
278535;10180526
278561;10180541
278587;10180847
278614;10180546
278639;10180635
278666;10180708
278692;10180743
278719;10181032
278744;10180896
278771;10180565
278797;10180862
278823;10181127
278849;10181012
278876;10180886
278902;10180724
278928;10180901
278954;10180959
278981;10180884
279007;10180935
279033;10181191
279059;10181249
279085;10181200
279112;10180936
279138;10181121
279164;10181157
279190;10181260
279217;10181121
279243;10181127
279269;10180980
279295;10180850
279321;10180935
279348;10180862
279374;10180594
279400;10180231
279426;10179915
279453;10179674
279478;10179575
279505;10178635
279531;10178405
279558;10178123
279583;10177689
279610;10177000
279636;10176882
279663;10177125
279688;10176498
279715;10176184
279741;10176159
279767;10175976
279793;10175937
279819;10176082
279846;10175725
279872;10175406
279898;10175223
279924;10175488
279951;10175326
279977;10174372
280003;10174324
280029;10173884
280055;10173962
280082;10173633
280107;10173254
280134;10173157
280160;10172677
280187;10172959
280213;10172211
280239;10172457
280265;10172020
280291;10172308
280318;10172363
280344;10172086
280370;10171836
280397;10172148
280422;10172003
280448;10172752
280475;10172128
280501;10172052
280527;10172073
280554;10171846
280580;10171841
280606;10172211
280632;10172097
280658;10172358
280684;10172063
280711;10171877
280737;10172102
280763;10172452
280789;10172081
280816;10171921
280842;10172467
280868;10172841
280894;10172481
280920;10172590
280947;10172687
280973;10172860
280999;10172713
281026;10172590
281052;10173215
281078;10173624
281104;10173230
281131;10173609
281156;10173829
281183;10173858
281209;10173978
281235;10174539
281261;10174505
281288;10174278
281314;10174580
281340;10174524
281366;10174643
281393;10174102
281418;10174008
281445;10173978
281471;10174411
281498;10174170
281523;10173925
281550;10174213
281576;10173628
281602;10173157
281628;10172800
281655;10173053
281681;10172791
281707;10172536
281733;10172196
281760;10172078
281785;10172131
281812;10171684
281838;10171668
281864;10171462
281890;10171467
281917;10171151
281943;10170827
281969;10170621
281995;10170807
282022;10170527
282048;10170641
282074;10170590
282100;10170423
282127;10170250
282152;10170291
282179;10170001
282205;10169286
282232;10170138
282257;10170141
282284;10169909
282310;10169689
282337;10169970
282362;10169730
282389;10169728
282415;10169769
282441;10169735
282467;10169745
282493;10169665
282520;10169817
282546;10169793
282572;10169871
282598;10169777
282625;10169947
282651;10170102
282677;10170090
282703;10170088
282729;10169842
282756;10169542
282782;10170182
282808;10170107
282834;10170276
282861;10170187
282886;10170462
282913;10170561
282939;10170433
282965;10170252
282992;10170532
283018;10170537
283044;10170388
283070;10170710
283097;10170230
283122;10170522
283149;10170334
283175;10170428
283201;10170399
283227;10170216
283254;10170213
283279;10170305
283306;10170141
283332;10169955
283359;10169940
283385;10169803
283411;10169916
283438;10169955
283463;10169587
283490;10169856
283516;10169523
283542;10169414
283568;10169356
283595;10169542
283621;10169735
283647;10169984
283673;10169464
283700;10169286
283725;10169527
283752;10169404
283778;10170148
283804;10169921
283830;10169590
283857;10169607
283882;10169566
283909;10169351
283935;10168970
283962;10168810
283988;10168769
284014;10168612
284040;10168006
284066;10168395
284092;10167912
284119;10167854
284145;10167943
284171;10167661
284198;10167706
284223;10167175
284250;10167405
284276;10167513
284302;10167223
284329;10167361
284355;10167252
284381;10167146
284407;10167163
284434;10167283
284459;10166750
284486;10166779
284512;10166448
284538;10166397
284565;10165933
284590;10165796
284617;10166066
284643;10166296
284669;10166093
284696;10166282
284721;10166402
284748;10166303
284774;10166789
284800;10166470
284826;10166883
284853;10167090
284879;10166711
284905;10166709
284931;10166284
284957;10166223
284984;10166426
285010;10166421
285036;10166115
285063;10166279
285089;10165820
285115;10165651
285141;10165327
285167;10165646
285194;10165028
285220;10165057
285246;10164777
285272;10164968
285299;10164890
285324;10164530
285351;10164211
285377;10163968
285403;10163762
285430;10163634
285456;10163354
285482;10163284
285508;10162801
285534;10162627
285561;10162840
285586;10162690
285613;10162383
285640;10163180
285665;10162468
285692;10162286
285718;10162077
285744;10161661
285770;10162393
285797;10162349
285823;10162161
285849;10162516
