=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.07.04 11:43:59 =~=~=~=~=~=~=~=~=~=~=~=
calibrate;
1098425;10269190
1098478;10269200
1098531;10270968
1098584;10268324
1098637;10262756
1098691;10261495
1098744;10261273
1098798;10260427
1098850;10258339
1098903;10256789
1098957;10255563
1099010;10255189
1099064;10254244
1099117;10254549
1099170;10254480
1099223;10254736
1099277;10254440
1099330;10253943
1099383;10253259
1099437;10252466
1099489;10252126
1099542;10251220
1099596;10248754
1099649;10248360
1099703;10247686
1099756;10247878
1099809;10247410
1099862;10248567
1099915;10248414
1099969;10247966
1100022;10246568
1100076;10241806
1100128;10235673
1100182;10232014
1100235;10228164
1100288;10224640
1100342;10223143
1100395;10223394
1100448;10223384
1100501;10222971
1100554;10223960
1100608;10224162
1100661;10226541
1100714;10227081
1100767;10230247
1100820;10232167
1100874;10229026
1100927;10224068
1100981;10219839
1101034;10217396
1101087;10217600
1101140;10219115
1101193;10220829
1101247;10222812
1101300;10223596
1101353;10225204
1101407;10226022
1101460;10227106
1101513;10227805
1101566;10228322
1101619;10228027
1101673;10228631
1101726;10226617
1101779;10226327
1101832;10226317
1101886;10226352
1101939;10226224
1101992;10227165
1102046;10227229
1102099;10226387
1102152;10226116
1102205;10226061
1102258;10225693
1102312;10225068
1102365;10225324
1102418;10224290
1102472;10223606
1102525;10223611
1102578;10222428
1102631;10220677
1102684;10217485
1102738;10215093
1102791;10211519
1102844;10209396
1102898;10207477
1102950;10206635
1103004;10208108
1103057;10207946
1103110;10209175
1103164;10209736
1103217;10209543
1103270;10208851
1103324;10208058
1103377;10207113
1103430;10206816
1103484;10205551
1103536;10204256
1103589;10203773
1103643;10204305
1103696;10203370
1103750;10203710
1103803;10203553
1103856;10204621
1103909;10204695
1103963;10204148
1104016;10204478
1104069;10203725
1104122;10204370
1104176;10203577
1104229;10203602
1104282;10202390
1104335;10201597
1104389;10201027
1104441;10199377
1104495;10197551
1104548;10195424
1104602;10194187
1104655;10192766
1104708;10194139
1104761;10195192
1104814;10196088
1104868;10197394
1104921;10197694
1104975;10196660
1105028;10196073
1105080;10196163
1105134;10196286
1105187;10196414
1105240;10195808
1105294;10196015
1105347;10196769
1105400;10196585
1105454;10197650
1105507;10196728
1105560;10197462
1105613;10196271
1105666;10194976
1105720;10194286
1105773;10193342
1105826;10191682
1105880;10190540
1105933;10188813
1105986;10187281
1106040;10185601
1106093;10184545
1106145;10183072
1106199;10184400
1106253;10184687
1106306;10185431
1106358;10185120
1106412;10185632
1106465;10184057
1106519;10185671
1106572;10186035
1106625;10186330
1106678;10186055
1106732;10186611
1106785;10186311
1106838;10187251
1106891;10187158
1106945;10186956
1106998;10187680
1107051;10188581
1107105;10188782
1107158;10188516
1107210;10188403
1107264;10188472
1107317;10187359
1107371;10186768
1107423;10185451
1107477;10184144
1107530;10183023
1107584;10181625
1107637;10181328
1107690;10181644
1107743;10181604
1107796;10181782
1107850;10181092
1107903;10178078
1107957;10176474
1108010;10174594
1108062;10173938
1108116;10172856
1108169;10173244
1108223;10173027
1108276;10174196
1108329;10175116
1108382;10175338
1108436;10175913
1108489;10176224
1108542;10176848
1108596;10177606
1108648;10177597
1108702;10178522
1108755;10178467
1108809;10178408
1108862;10179256
1108915;10178596
1108968;10178295
1109021;10178945
1109075;10178734
1109128;10179172
1109181;10178365
1109235;10177882
1109287;10176428
1109341;10176287
1109394;10174121
1109447;10172515
1109501;10172240
1109554;10171387
1109607;10169974
1109661;10169516
1109713;10169527
1109767;10168272
1109820;10167450
1109873;10166890
1109927;10166455
1109980;10166245
1110033;10164224
1110086;10163098
1110140;10162407
1110193;10162023
1110246;10161963
1110300;10161236
1110353;10160954
1110406;10160497
1110459;10159741
1110513;10160050
1110566;10160386
1110619;10160944
1110672;10162086
1110725;10162596
1110779;10163180
1110832;10163712
1110885;10164738
1110938;10164482
1110992;10166131
1111045;10166023
1111098;10166530
1111151;10166264
1111205;10165687
1111258;10166288
1111312;10166820
1111364;10166588
1111417;10167892
1111471;10167223
1111524;10167583
1111578;10167849
1111630;10167544
1111684;10168042
1111737;10166899
1111790;10166165
1111844;10165243
1111897;10163885
1111950;10163214
1112003;10162905
1112057;10161915
1112110;10164243
1112163;10162821
1112217;10163081
1112269;10163697
1112323;10163180
1112376;10164052
1112429;10164634
1112483;10164743
1112536;10164914
1112589;10164844
1112642;10165520
1112696;10165451
1112749;10166110
1112803;10165279
1112855;10164653
1112908;10165801
1112962;10164653
1113015;10164482
1113069;10165707
1113122;10164644
1113175;10164383
1113228;10162847
1113281;10160837
1113335;10159932
1113388;10158328
1113441;10158608
1113494;10157688
1113548;10157678
1113601;10158154
1113654;10158362
1113708;10158661
1113760;10160342
1113814;10160410
1113867;10160321
1113921;10160309
1113974;10160019
1114027;10160888
1114080;10159842
1114133;10159972
1114187;10158726
1114240;10158052
1114293;10158062
1114346;10156830
1114399;10156294
1114453;10156671
1114506;10157174
1114559;10156519
1114613;10156589
1114666;10156821
1114720;10156461
1114772;10156717
1114825;10157214
1114879;10156712
1114932;10155770
1114986;10155067
1115039;10154309
1115092;10154879
1115145;10155155
1115198;10155570
1115252;10155314
1115305;10155466
1115358;10156908
1115411;10156913
1115465;10156869
1115518;10156707
1115571;10156647
1115624;10156678
1115678;10156594
1115731;10157041
1115784;10157666
1115837;10157555
1115890;10157253
1115944;10157594
1115997;10157082
1116050;10157396
1116104;10156352
1116157;10155973
1116210;10155130
1116263;10154299
1116317;10153372
1116370;10152321
1116423;10151657
1116477;10150843
1116529;10149771
1116583;10150640
1116636;10150519
1116690;10151198
1116743;10151155
1116796;10151046
1116849;10152193
1116902;10152572
1116956;10152118
1117009;10152862
1117062;10152920
1117116;10153014
1117168;10153648
1117222;10152679
1117275;10152698
1117329;10152268
1117382;10150894
1117435;10150106
1117488;10150051
1117541;10148525
1117595;10147609
1117648;10147450
1117701;10147701
1117754;10147017
1117807;10146894
1117861;10147317
1117914;10147604
1117968;10147179
1118021;10147559
1118074;10148554
1118127;10148701
1118180;10148839
1118234;10148974
1118287;10149425
1118340;10151051
1118394;10149858
1118447;10150430
1118500;10150903
1118553;10150101
1118606;10150003
1118660;10149604
1118713;10149582
1118766;10148648
1118820;10147450
1118873;10145609
1118926;10144192
1118980;10144694
1119032;10144452
1119086;10144600
1119139;10146003
1119192;10147116
1119245;10146918
1119299;10147609
1119352;10148080
1119405;10147609
1119459;10147411
1119512;10147800
1119565;10148486
1119618;10148829
1119671;10148051
1119725;10147983
1119778;10146761
1119831;10145368
1119884;10145595
1119938;10144836
1119991;10145032
1120044;10146204
1120098;10147619
1120151;10147657
1120204;10147855
1120258;10148056
1120310;10148387
1120364;10147824
1120417;10148268
1120470;10147810
1120524;10149582
1120577;10148165
1120630;10148829
1120683;10147988
1120737;10148341
1120790;10149032
1120843;10149037
1120896;10149510
1120949;10148510
1121003;10148051
1121056;10147657
1121110;10147810
1121162;10147592
1121216;10147235
1121269;10146988
1121322;10146604
1121376;10145559
1121429;10144844
1121482;10142810
1121535;10142317
1121588;10142223
1121642;10142863
1121695;10143788
1121749;10144513
1121802;10144595
1121854;10144549
1121908;10145602
1121961;10145885
1122015;10145254
1122068;10145443
1122121;10145339
1122174;10144832
1122228;10145201
1122280;10145737
1122334;10146066
1122388;10145737
1122441;10146604
1122493;10145684
1122547;10145344
1122600;10145122
1122654;10144520
1122707;10142706
1122760;10142312
1122813;10141537
1122866;10143356
1122920;10141549
1122973;10141119
1123026;10142370
1123080;10142612
1123133;10141564
1123186;10142892
1123240;10142071
1123293;10142834
1123345;10143563
1123399;10143617
1123453;10143361
1123506;10143455
1123559;10143025
1123612;10143783
1123666;10142764
1123719;10142052
1123772;10143578
1123825;10143114
1123879;10143238
1123932;10142974
1123985;10144580
1124038;10144948
1124092;10143803
1124144;10144964
1124197;10144281
1124251;10143153
1124304;10143170
1124358;10142996
1124411;10142779
1124464;10141247
1124518;10141346
1124570;10140636
1124624;10140508
1124677;10140257
1124730;10139992
1124784;10140219
1124837;10141416
1124890;10141892
1124944;10140892
1124997;10141243
1125050;10141020
1125103;10140883
1125156;10141450
1125210;10141298
1125263;10141228
1125316;10141716
1125369;10140641
1125423;10140484
1125476;10140508
1125530;10141308
1125582;10140825
1125636;10140535
1125689;10140583
1125742;10140873
1125795;10140475
1125849;10140120
1125902;10141238
1125956;10140303
1126008;10140745
1126062;10139777
1126115;10138574
1126169;10136238
1126221;10134760
1126275;10133036
1126328;10132207
1126381;10131538
1126434;10131623
1126487;10132287
1126541;10131026
1126594;10131111
1126648;10131415
1126701;10131514
1126753;10131780
1126807;10131794
1126860;10132002
1126914;10132917
1126967;10140535
1127020;10155963
1127074;10164397
1127127;10174781
1127180;10183666
1127233;10192849
1127287;10204020
1127340;10213423
1127393;10222409
1127446;10227248
1127500;10232029
1127553;10234805
1127606;10243352
1127659;10247105
1127713;10257114
1127766;10262396
1127819;10269717
1127872;10274833
1127926;10279333
1127979;10285714
1128032;10287840
1128085;10293792
1128138;10298480
1128191;10306288
1128245;10310670
1128298;10312383
1128351;10313979
1128405;10317888
1128458;10326700
1128511;10330935
1128564;10331707
1128617;10335946
1128671;10340574
1128724;10345173
1128778;10349421
1128830;10353060
1128884;10358072
1128937;10359648
1128991;10362863
1129043;10367663
1129097;10370223
1129150;10373989
1129204;10377524
1129257;10381777
1129309;10384787
1129363;10387666
1129416;10389557
1129470;10391901
1129523;10393481
1129576;10392570
1129629;10395189
1129683;10397552
1129736;10398858
1129790;10401481
1129843;10403455
1129895;10404647
1129949;10408758
1130002;10412209
1130056;10414828
1130109;10417073
1130162;10420022
1130215;10422213
1130268;10423844
1130322;10426428
1130375;10429603
1130429;10431824
1130481;10433694
1130535;10435250
1130588;10434512
1130641;10435270
1130695;10436481
1130748;10438288
1130801;10440819
1130854;10442173
1130907;10443891
1130961;10444901
1131014;10447386
1131068;10447361
1131120;10447559
1131174;10448475
1131227;10450084
1131280;10452215
1131333;10453191
1131387;10454776
1131440;10455334
1131493;10455495
1131547;10457244
1131600;10458218
1131653;10459173
1131706;10460315
1131760;10461954
1131813;10465540
1131866;10467468
1131920;10469049
1131973;10469172
1132026;10471057
1132079;10470083
1132132;10467975
1132185;10468989
1132239;10470879
1132292;10472264
1132345;10471975
1132399;10471857
1132452;10471908
1132505;10473416
1132558;10474003
1132611;10474302
1132665;10475951
1132718;10478552
1132771;10478974
1132824;10479029
1132878;10479990
1132931;10481727
1132985;10480414
1133037;10481446
1133091;10482731
1133144;10481930
1133197;10481837
1133251;10481860
1133303;10483220
1133357;10484631
1133410;10485178
1133464;10485517
1133517;10485374
1133570;10486975
1133623;10488247
1133676;10488792
1133730;10488797
1133783;10489472
1133836;10489984
1133889;10489909
1133943;10490373
1133996;10491189
1134049;10491691
1134103;10490973
1134155;10491899
1134209;10492007
1134262;10492913
1134316;10492153
1134369;10493478
1134422;10492469
1134475;10491761
1134528;10491751
1134582;10493571
1134635;10495205
1134689;10496839
1134741;10496503
1134795;10495650
1134848;10496167
1134901;10497188
1134955;10497813
1135008;10498476
1135061;10499226
1135114;10499864
1135167;10500175
1135221;10499598
1135274;10500165
1135327;10499362
1135381;10499600
1135434;10500067
1135487;10499224
1135540;10500740
1135594;10501219
1135647;10501425
1135700;10501749
1135754;10503034
1135807;10502266
1135860;10502424
1135913;10502494
1135967;10503330
1136020;10504663
1136073;10504878
1136126;10504572
1136180;10505784
1136232;10507476
1136285;10505752
1136339;10504532
1136392;10504218
1136446;10504105
1136499;10505300
1136552;10505571
1136605;10505232
1136658;10505508
1136712;10507639
1136765;10508490
1136819;10509406
1136871;10508894
1136925;10508106
1136978;10507521
1137031;10507812
1137085;10507933
1137137;10508791
1137191;10507968
1137244;10507255
1137298;10507398
1137351;10507697
1137404;10507496
1137457;10507486
1137511;10507501
1137564;10507855
1137617;10509948
1137670;10510443
1137723;10511522
1137777;10511522
1137830;10511093
1137883;10512865
1137937;10512127
1137990;10511329
1138043;10511713
1138096;10511286
1138149;10511143
1138203;10511231
1138256;10511123
1138310;10511532
1138363;10511424
1138415;10511482
1138469;10511693
1138522;10511005
1138576;10512225
1138629;10511695
1138682;10509986
1138735;10509873
1138788;10510729
1138842;10510932
1138895;10511610
1138948;10513372
1139002;10512810
1139055;10513435
1139108;10513217
1139161;10513523
1139214;10513224
1139268;10513543
1139321;10513980
1139375;10515571
1139428;10516088
1139481;10516319
1139534;10515388
1139587;10516309
1139640;10515604
1139694;10515526
1139747;10514562
1139800;10515398
1139853;10516422
1139907;10516121
1139960;10516201
1140013;10515822
1140066;10516874
1140120;10515772
1140173;10514896
1140227;10514906
1140280;10514472
1140333;10514226
1140386;10515571
1140439;10515742
1140492;10515064
1140546;10514461
1140599;10515117
1140652;10515325
1140706;10515162
1140759;10515152
1140812;10516407
1140865;10516791
1140918;10517855
1140972;10518799
1141025;10518322
1141079;10516761
1141131;10515393
1141185;10515945
1141238;10516422
1141291;10516402
1141345;10517273
1141398;10516545
1141451;10518164
1141504;10517745
1141558;10517140
1141611;10517729
1141665;10518144
1141717;10518636
1141770;10519522
1141824;10519366
1141877;10518646
1141930;10518666
1141984;10518164
1142037;10518849
1142090;10518779
1142144;10518907
1142197;10518440
1142250;10519138
1142303;10519727
1142356;10521311
1142410;10521316
1142463;10520618
1142516;10521007
1142570;10520859
1142622;10520450
1142676;10520044
1142729;10520302
1142783;10520701
1142836;10521617
1142889;10521823
1142942;10522463
1142995;10522546
1143049;10521522
1143102;10521710
1143155;10522011
1143208;10521720
1143262;10521891
1143315;10521670
1143368;10520681
1143422;10521489
1143475;10522473
1143528;10522049
1143581;10522006
1143635;10522724
1143687;10522684
1143741;10522400
1143794;10522403
1143847;10522380
1143901;10522468
1143954;10523482
1144008;10523570
1144060;10523851
1144114;10523758
1144167;10524280
1144220;10524398
1144273;10524830
1144327;10525101
1144380;10523891
1144433;10523399
1144486;10524805
1144540;10525357
1144593;10524702
1144646;10525382
1144699;10526534
1144753;10526268
1144806;10525081
1144859;10525432
1144913;10525061
1144966;10524554
1145019;10523560
1145072;10523379
1145125;10523369
1145178;10524167
1145232;10524968
1145285;10525224
1145338;10525874
1145391;10525683
1145445;10527267
1145498;10527079
1145552;10526725
1145605;10526032
1145658;10524983
1145712;10525234
1145764;10524451
1145817;10524167
1145871;10524343
1145924;10524810
1145978;10526878
1146030;10527335
1146084;10527134
1146137;10527586
1146190;10527232
1146244;10527478
1146297;10526198
1146350;10525741
1146404;10525869
1146457;10525417
1146510;10526243
1146563;10526441
1146616;10526341
1146670;10526918
1146723;10527385
1146777;10526813
1146829;10526421
1146882;10526672
1146936;10526544
1146989;10527139
1147043;10527335
1147095;10527169
1147149;10526991
1147202;10526582
1147256;10526150
1147308;10526213
1147362;10526371
1147415;10527503
1147469;10528040
1147522;10528316
1147575;10527982
1147628;10527847
1147681;10527611
1147735;10528379
1147788;10527074
1147841;10527114
1147895;10527327
1147947;10526612
1148001;10526617
1148054;10526903
1148107;10526484
1148161;10524521
1148214;10526351
1148268;10527420
1148321;10528098
1148374;10528191
1148427;10527443
1148481;10528858
1148534;10530046
1148587;10531020
1148640;10529963
1148693;10529923
1148746;10530405
1148800;10531931
1148853;10531137
1148906;10530927
1148959;10530349
1149013;10531092
1149066;10530769
1149119;10530189
1149173;10530753
1149226;10530081
1149279;10529493
1149332;10529473
1149386;10529780
1149439;10529499
1149492;10529094
1149545;10528813
1149598;10529235
1149652;10529729
1149705;10530492
1149758;10531931
1149812;10531773
1149865;10531587
1149918;10531060
1149971;10528853
1150025;10527375
1150078;10527774
1150131;10528991
1150184;10529180
1150238;10530262
1150290;10529458
1150344;10528861
1150397;10530312
1150451;10529692
1150504;10527317
1150557;10528231
1150611;10527262
1150663;10527824
1150716;10527438
1150770;10528035
1150823;10529039
1150877;10530224
1150929;10529391
1150983;10529652
1151036;10529383
1151090;10529278
1151143;10528971
1151196;10528530
1151249;10528879
1151303;10528419
1151356;10530214
1151409;10529596
1151462;10529463
1151516;10530118
1151569;10530369
1151622;10530686
1151675;10529918
1151729;10529815
1151781;10529938
1151835;10530144
1151888;10530086
1151941;10531843
1151995;10531496
1152048;10531720
1152102;10531582
1152154;10532079
1152208;10531107
1152261;10530984
1152314;10531838
1152368;10531911
1152421;10531087
1152474;10531670
1152528;10531838
1152580;10531911
1152634;10531757
1152687;10533012
1152740;10532741
1152793;10531951
1152847;10530646
1152900;10531414
1152954;10531306
1153007;10531655
1153060;10532606
1153113;10532059
1153166;10532596
1153219;10532899
1153272;10533903
1153326;10532724
1153380;10533462
1153433;10532669
1153486;10532781
1153539;10533216
1153592;10533632
1153645;10533502
1153699;10534147
1153752;10533652
1153805;10531225
1153859;10532249
1153912;10531906
1153965;10532054
1154018;10532167
1154072;10532495
1154125;10532340
1154178;10533349
1154232;10533354
1154285;10533155
1154338;10533140
1154391;10533253
1154445;10532787
1154497;10532771
1154551;10532483
1154604;10532392
1154657;10532985
1154711;10534594
1154764;10534400
1154817;10534599
1154870;10533632
1154924;10531353
1154977;10531409
1155030;10531419
1155084;10531511
1155137;10531537
1155190;10531399
1155243;10532674
1155296;10533432
1155350;10534358
1155403;10534431
1155457;10534062
1155509;10533457
1155562;10534097
1155616;10534363
1155669;10534107
1155722;10534282
1155776;10534523
1155829;10534072
1155882;10535567
1155935;10535527
1155989;10535239
1156042;10534486
1156096;10534358
1156148;10535106
1156201;10534830
1156255;10534021
1156308;10533073
1156361;10532724
1156415;10532980
1156468;10533590
1156521;10533851
1156574;10534533
1156627;10535096
1156681;10535234
1156734;10535357
1156788;10535173
End Calibration
I received: 
