=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.07.04 11:23:14 =~=~=~=~=~=~=~=~=~=~=~=
BME280 test
-- Default Test --

222;33.89;23.47
325;33.91;23.48
428;33.92;23.48
531;33.94;23.48
634;33.97;23.48
737;33.99;23.48
840;34.00;23.48
943;34.02;23.48
1046;34.03;23.48
1149;34.06;23.48
1253;34.08;23.48
1356;34.10;23.48
1459;34.10;23.47
1562;34.12;23.48
1665;34.15;23.48
1768;34.17;23.48
1871;34.19;23.48
1974;34.20;23.48
2077;34.22;23.48
2180;34.24;23.48
2283;34.26;23.48
2386;34.28;23.48
2490;34.29;23.48
2593;34.30;23.48
2696;34.33;23.48
2799;34.35;23.48
2902;34.39;23.48
3005;34.39;23.49
3108;34.42;23.48
3211;34.44;23.49
3314;34.45;23.49
3417;34.46;23.49
3520;34.47;23.48
3623;34.50;23.48
3727;34.52;23.48
3830;34.53;23.49
3933;34.54;23.49
4036;34.56;23.48
4139;34.58;23.48
4242;34.60;23.49
4345;34.61;23.49
4448;34.62;23.49
4551;34.66;23.49
4654;34.65;23.49
4757;34.69;23.50
4860;34.70;23.50
4964;34.73;23.50
5067;34.75;23.49
5170;34.78;23.49
5273;34.79;23.49
5376;34.80;23.49
5479;34.82;23.49
5582;34.83;23.49
5685;34.86;23.49
5788;34.87;23.49
5891;34.88;23.49
5994;34.90;23.49
6097;34.92;23.49
6200;34.95;23.49
6303;34.96;23.49
6406;34.95;23.49
6509;34.99;23.50
6612;35.02;23.50
6716;35.04;23.50
6819;35.06;23.49
6922;35.08;23.49
7025;35.09;23.49
7128;35.10;23.50
7231;35.13;23.50
7334;35.14;23.50
7437;35.16;23.50
7540;35.17;23.50
7643;35.19;23.50
7746;35.21;23.50
7849;35.21;23.50
7953;35.24;23.50
8056;35.25;23.50
8159;35.28;23.50
8262;35.30;23.50
8365;35.32;23.49
8468;35.33;23.50
8571;35.35;23.50
8674;35.36;23.49
8777;35.38;23.50
8880;35.41;23.50
8983;35.42;23.50
9086;35.44;23.49
9190;35.45;23.50
9293;35.46;23.50
9396;35.47;23.50
9499;35.51;23.50
9602;35.53;23.50
9705;35.53;23.50
9808;35.47;23.50
9911;35.28;23.50
10014;35.10;23.50
10117;34.93;23.50
10220;34.80;23.49
10323;34.64;23.49
10427;34.49;23.50
10530;34.30;23.50
10633;34.10;23.49
10736;33.88;23.49
10839;33.62;23.49
10942;33.34;23.49
11045;33.04;23.49
11148;32.76;23.49
11251;32.46;23.49
11354;31.84;23.49
11457;31.53;23.49
11560;31.22;23.49
11664;30.90;23.49
11767;30.56;23.49
11870;30.24;23.48
11973;29.93;23.48
12076;29.60;23.49
12179;29.29;23.48
12282;28.96;23.48
12385;28.64;23.48
12488;28.34;23.48
12591;28.04;23.49
12694;27.73;23.49
12797;27.44;23.49
12901;27.13;23.49
13004;26.58;23.48
13107;26.30;23.49
13210;26.02;23.48
13313;25.75;23.48
13416;25.49;23.48
13519;25.23;23.48
13622;24.99;23.48
13725;24.73;23.48
13828;24.50;23.48
13931;24.26;23.48
14034;24.02;23.48
14138;23.80;23.48
14241;23.56;23.47
14344;23.38;23.48
14447;23.18;23.48
14550;22.94;23.48
1
14653;22.56;23.48
14756;22.35;23.47
14859;22.17;23.48
14962;21.99;23.47
15065;21.80;23.48
2
15168;21.63;23.47
15271;21.46;23.47
15375;21.29;23.47
15478;21.13;23.48
15581;20.98;23.47
15684;20.82;23.47
15787;20.66;23.47
15890;20.54;23.47
15993;20.38;23.47
16096;20.23;23.47
16199;19.96;23.46
16302;19.84;23.47
16405;19.69;23.47
16508;19.57;23.47
16612;19.44;23.47
16715;19.32;23.47
16818;19.20;23.47
16921;19.07;23.47
17024;18.96;23.47
17127;18.85;23.47
17230;18.73;23.47
17333;18.64;23.47
17436;18.53;23.47
17539;18.42;23.47
17642;18.32;23.48
17745;18.23;23.47
17848;18.04;23.47
17951;17.95;23.47
18054;17.87;23.47
18157;17.78;23.47
18260;17.70;23.47
18364;17.61;23.47
18467;17.52;23.47
18570;17.44;23.47
18673;17.36;23.46
18776;17.28;23.47
18879;17.21;23.47
18982;17.13;23.47
19085;17.06;23.47
19188;16.99;23.47
19291;16.91;23.47
19394;16.78;23.46
19497;16.72;23.47
19601;16.64;23.47
19704;16.58;23.47
19807;16.52;23.47
19910;16.45;23.47
20013;16.38;23.46
20116;16.32;23.47
20219;16.26;23.46
20322;16.20;23.47
20425;16.14;23.47
20528;16.07;23.47
20631;16.02;23.47
20734;15.96;23.46
20838;15.91;23.47
20941;15.84;23.46
21044;15.76;23.47
21147;15.70;23.47
21250;15.66;23.46
21353;15.61;23.46
21456;15.55;23.46
21559;15.52;23.47
21662;15.46;23.46
21765;15.42;23.47
21868;15.37;23.46
21971;15.34;23.46
22075;15.29;23.46
22178;15.24;23.46
22281;15.19;23.46
22384;15.15;23.46
22487;15.11;23.46
22590;15.07;23.47
22693;15.00;23.46
22796;14.97;23.46
22899;14.92;23.46
23002;14.88;23.46
23105;14.84;23.46
23208;14.80;23.46
23312;14.76;23.46
23415;14.73;23.46
23518;14.68;23.46
23621;14.65;23.46
23724;14.62;23.45
23827;14.57;23.45
23930;14.54;23.45
24033;14.51;23.45
24136;14.47;23.45
24239;14.40;23.45
24342;14.38;23.45
24445;14.34;23.45
24549;14.31;23.45
24652;14.28;23.45
24755;14.24;23.45
24858;14.22;23.45
24961;14.19;23.45
25064;14.16;23.45
25167;14.13;23.45
25270;14.10;23.45
25373;14.07;23.45
25476;14.04;23.45
25579;14.00;23.45
25682;13.97;23.46
25786;13.94;23.45
25889;13.88;23.45
25992;13.87;23.45
26095;13.84;23.45
26198;13.80;23.45
26301;13.77;23.45
26404;13.75;23.45
26507;13.71;23.45
26610;13.69;23.45
26713;13.67;23.45
26816;13.64;23.44
26919;13.61;23.45
27023;13.61;23.45
27126;13.56;23.45
27229;13.55;23.45
27332;13.49;23.45
27435;13.45;23.45
27538;13.43;23.45
27641;13.42;23.45
27744;13.39;23.45
27847;13.37;23.45
27950;13.34;23.45
28053;13.32;23.45
28156;13.29;23.45
28260;13.26;23.45
28363;13.24;23.45
28466;13.21;23.45
28569;13.19;23.45
28672;13.16;23.45
28775;13.13;23.45
28878;13.13;23.45
28981;13.10;23.45
29084;13.06;23.45
29187;13.03;23.45
29290;13.01;23.45
29393;12.98;23.45
29496;12.96;23.45
29599;12.93;23.45
29702;12.92;23.45
29805;12.90;23.45
29908;12.87;23.45
30012;12.85;23.44
30115;12.83;23.45
30218;12.82;23.44
30321;12.79;23.45
30424;12.78;23.45
30527;12.75;23.45
30630;12.74;23.45
30733;12.72;23.45
30836;12.69;23.45
30939;12.68;23.45
31042;12.67;23.45
31145;12.65;23.44
31249;12.63;23.45
31352;12.61;23.45
31455;12.59;23.45
31558;12.58;23.45
31661;12.57;23.45
31764;12.56;23.45
31867;12.54;23.45
31970;12.54;23.45
32073;12.50;23.45
32176;12.49;23.45
32279;12.47;23.44
32382;12.44;23.45
32486;12.43;23.44
32589;12.41;23.45
32692;12.40;23.45
32795;12.39;23.45
32898;12.37;23.45
33001;12.34;23.45
33104;12.33;23.44
33207;12.31;23.44
33310;12.30;23.44
33413;12.29;23.45
33516;12.25;23.45
33619;12.25;23.45
33723;12.22;23.45
33826;12.23;23.45
33929;12.18;23.44
34032;12.17;23.44
34135;12.15;23.44
34238;12.13;23.44
34341;12.12;23.44
34444;12.10;23.45
34547;12.09;23.45
34650;12.07;23.44
34753;12.06;23.45
34856;12.05;23.45
34960;12.04;23.44
35063;12.01;23.44
35166;12.01;23.44
35269;12.01;23.44
35372;11.99;23.44
35475;11.97;23.44
35578;11.93;23.44
35681;11.92;23.44
35784;11.91;23.44
35887;11.90;23.44
35990;11.88;23.44
36093;11.87;23.44
36197;11.86;23.44
36300;11.84;23.44
36403;11.82;23.44
36506;11.81;23.44
36609;11.80;23.44
36712;11.79;23.44
36815;11.77;23.44
36918;11.75;23.44
37021;11.77;23.44
37124;11.72;23.44
37227;11.71;23.44
37330;11.70;23.44
37434;11.69;23.44
37537;11.66;23.44
37640;11.65;23.44
37743;11.64;23.44
37846;11.64;23.44
37949;11.63;23.44
38052;11.61;23.44
38155;11.61;23.44
38258;11.58;23.44
38361;11.56;23.44
38464;11.55;23.44
38567;11.53;23.44
38671;11.54;23.44
38774;11.52;23.44
38877;11.50;23.44
38980;11.49;23.44
39083;11.47;23.44
39186;11.46;23.44
39289;11.45;23.44
39392;11.45;23.44
39495;11.43;23.44
39598;11.41;23.43
39701;11.40;23.44
39804;11.39;23.44
39908;11.37;23.44
40011;11.38;23.44
40114;11.37;23.44
40217;11.36;23.44
40320;11.33;23.44
40423;11.32;23.43
40526;11.31;23.43
40629;11.30;23.44
40732;11.29;23.44
40835;11.28;23.43
40938;11.27;23.44
41041;11.26;23.44
41144;11.25;23.44
41247;11.23;23.44
41350;11.22;23.44
41453;11.22;23.44
41556;11.20;23.44
41660;11.20;23.44
41763;11.19;23.45
41866;11.18;23.44
41969;11.14;23.44
42072;11.14;23.44
42175;11.13;23.44
42278;11.13;23.44
42381;11.12;23.44
42484;11.11;23.44
42587;11.10;23.44
42690;11.09;23.44
42793;11.09;23.44
42897;11.08;23.44
43000;11.06;23.44
43103;11.04;23.44
43206;11.04;23.44
43309;11.02;23.44
43412;11.02;23.44
43515;11.00;23.44
43618;10.98;23.44
43721;10.97;23.44
43824;10.96;23.44
43927;10.95;23.44
44030;10.95;23.44
44134;10.94;23.44
44237;10.93;23.44
44340;10.92;23.44
44443;10.91;23.44
44546;10.89;23.44
44649;10.87;23.44
3
44752;10.88;23.44
44855;10.94;23.44
44958;11.56;23.44
45061;12.43;23.44
45164;14.58;23.43
45267;15.88;23.43
45371;17.25;23.42
45474;18.69;23.42
45577;20.17;23.41
45680;21.71;23.41
4
45783;23.22;23.40
45886;24.73;23.39
45989;26.21;23.39
46092;27.67;23.39
46195;29.13;23.39
5
46298;30.57;23.39
46401;31.98;23.39
46504;33.35;23.39
46608;34.72;23.39
46711;37.44;23.39
6
46814;38.73;23.39
46917;39.92;23.39
47020;41.10;23.39
47123;42.20;23.39
47226;43.31;23.40
7
47329;44.38;23.40
47432;45.41;23.40
47535;46.41;23.41
47638;47.33;23.41
47741;48.21;23.41
47845;49.03;23.40
8
47948;49.83;23.41
48051;50.67;23.41
48154;51.44;23.41
48257;52.23;23.41
48360;53.67;23.41
9
48463;54.42;23.41
48566;55.11;23.42
48669;55.74;23.41
48772;56.37;23.42
48875;57.03;23.42
10
48978;57.60;23.41
49082;58.16;23.42
49185;58.70;23.42
49288;59.26;23.42
49391;59.77;23.42
11
49494;60.28;23.42
49597;60.79;23.42
49700;61.27;23.42
49803;61.77;23.42
49906;62.67;23.43
50009;63.12;23.43
12
50112;63.56;23.42
50215;64.03;23.42
50319;64.43;23.42
50422;64.82;23.42
50525;65.24;23.42
13
50628;65.64;23.42
50731;66.00;23.42
50834;66.38;23.42
50937;66.77;23.42
51040;67.11;23.43
14
51143;67.45;23.42
51246;67.78;23.42
51349;68.12;23.43
51452;68.42;23.43
51556;69.06;23.43
15
51659;69.39;23.43
51762;69.78;23.43
51865;70.11;23.43
51968;70.41;23.43
52071;70.73;23.43
16
52174;71.06;23.43
52277;71.29;23.43
52380;71.61;23.44
52483;71.88;23.43
52586;72.13;23.44
17
52689;72.38;23.43
52792;72.71;23.44
52895;73.00;23.43
52998;73.31;23.43
53101;73.84;23.44
18
