=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.07.05 18:49:36 =~=~=~=~=~=~=~=~=~=~=~=
BME280 test
-- Default Test --
Time;RH;Temp
222;73.38;-11.93
325;73.41;-11.93
428;73.43;-11.92
531;73.46;-11.91
634;73.48;-11.91
737;73.50;-11.91
840;73.52;-11.91
943;73.58;-11.91
1046;73.55;-11.91
1149;73.56;-11.90
1253;73.61;-11.90
1356;73.63;-11.90
1459;73.65;-11.89
1562;73.67;-11.89
1665;73.69;-11.89
1768;73.72;-11.89
1871;73.74;-11.89
1974;73.75;-11.89
2077;73.79;-11.88
2180;73.80;-11.88
2283;73.83;-11.88
2386;73.84;-11.88
2490;73.86;-11.88
2593;73.88;-11.87
2696;73.90;-11.87
2799;73.92;-11.87
2902;73.93;-11.87
3005;73.96;-11.86
3108;73.99;-11.86
3211;73.99;-11.87
3314;74.00;-11.85
3417;74.05;-11.85
3520;74.06;-11.85
3623;74.08;-11.85
3727;74.10;-11.85
3830;74.11;-11.84
3933;74.13;-11.84
4036;74.15;-11.84
4139;74.17;-11.83
4242;74.20;-11.83
4345;74.19;-11.83
4448;74.24;-11.82
4551;74.26;-11.82
4654;74.28;-11.82
4757;74.30;-11.82
4860;74.32;-11.82
4964;74.34;-11.81
5067;74.35;-11.81
5170;74.37;-11.81
5273;74.37;-11.80
5376;74.42;-11.81
5479;74.41;-11.80
5582;74.45;-11.80
5685;74.47;-11.80
5788;74.49;-11.80
5891;74.50;-11.80
5994;74.52;-11.79
6097;74.53;-11.79
6200;74.55;-11.79
6303;74.56;-11.79
6406;74.57;-11.79
6509;74.60;-11.79
6612;74.63;-11.78
6716;74.66;-11.78
6819;74.67;-11.77
6922;74.48;-11.77
7025;74.29;-11.77
7128;74.21;-11.77
7231;74.09;-11.77
7334;73.96;-11.76
7437;73.83;-11.76
7540;73.70;-11.76
7643;73.53;-11.75
7746;73.22;-11.75
7849;73.07;-11.74
7953;72.89;-11.74
8056;72.73;-11.74
8159;72.58;-11.74
8262;72.40;-11.74
8365;72.23;-11.73
8468;72.05;-11.73
8571;71.92;-11.73
8674;71.75;-11.73
8777;71.40;-11.72
8880;71.21;-11.72
8983;71.07;-11.72
9086;70.88;-11.72
9190;70.70;-11.72
9293;70.52;-11.72
9396;70.34;-11.72
9499;70.17;-11.72
9602;70.02;-11.71
9705;69.80;-11.72
9808;69.67;-11.72
9911;69.29;-11.72
10014;69.13;-11.72
10117;68.93;-11.72
10220;68.76;-11.72
10323;68.61;-11.72
10427;68.42;-11.72
10530;68.25;-11.72
10633;68.05;-11.72
10736;67.90;-11.72
10839;67.70;-11.72
10942;67.36;-11.72
11045;67.19;-11.72
11148;67.00;-11.72
11251;66.84;-11.73
11354;66.67;-11.73
11457;66.49;-11.73
11560;66.32;-11.73
11664;66.17;-11.73
11767;66.00;-11.73
11870;65.81;-11.73
11973;65.67;-11.74
12076;65.33;-11.74
12179;65.18;-11.74
12282;65.00;-11.74
12385;64.84;-11.73
12488;64.66;-11.73
12591;64.52;-11.74
12694;64.36;-11.74
12797;64.19;-11.75
12901;64.01;-11.74
13004;63.90;-11.75
13107;63.55;-11.75
13210;63.40;-11.75
13313;63.23;-11.75
13416;63.07;-11.76
13519;62.93;-11.76
13622;62.76;-11.76
13725;62.61;-11.76
13828;62.44;-11.76
13931;62.28;-11.77
14034;62.12;-11.77
14138;62.03;-11.78
14241;61.69;-11.78
14344;61.55;-11.78
14447;61.40;-11.79
14550;61.25;-11.79
14653;61.10;-11.79
14756;60.96;-11.79
14859;60.81;-11.80
14962;60.67;-11.80
15065;60.55;-11.80
15168;60.37;-11.80
15271;60.09;-11.80
15375;59.97;-11.81
15478;59.83;-11.81
15581;59.68;-11.81
15684;59.56;-11.81
15787;59.40;-11.82
15890;59.28;-11.83
15993;59.15;-11.83
16096;58.98;-11.83
16199;58.83;-11.84
16302;58.71;-11.84
16405;58.47;-11.85
16508;58.34;-11.85
16612;58.22;-11.85
16715;58.09;-11.86
16818;57.96;-11.86
16921;57.84;-11.86
17024;57.72;-11.87
17127;57.60;-11.87
17230;57.50;-11.87
17333;57.34;-11.88
17436;57.23;-11.88
17539;56.98;-11.89
17642;56.84;-11.89
17745;56.73;-11.89
17848;56.62;-11.90
17951;56.49;-11.90
18054;56.38;-11.91
18157;56.26;-11.91
18260;56.14;-11.92
18364;56.04;-11.92
18467;55.87;-11.92
18570;55.69;-11.93
18673;55.58;-11.93
18776;55.47;-11.94
18879;55.37;-11.94
18982;55.25;-11.94
19085;55.14;-11.95
19188;55.03;-11.95
19291;54.92;-11.95
19394;54.83;-11.96
19497;54.73;-11.96
19601;54.63;-11.96
19704;54.41;-11.97
19807;54.31;-11.97
19910;54.20;-11.97
20013;54.11;-11.98
20116;54.00;-11.99
20219;53.90;-11.99
20322;53.81;-12.00
20425;53.71;-12.00
20528;53.59;-12.00
20631;53.54;-12.00
20734;53.32;-12.02
20838;53.22;-12.02
20941;53.13;-12.02
21044;53.04;-12.03
21147;52.96;-12.03
21250;52.85;-12.04
21353;52.75;-12.04
21456;52.67;-12.05
21559;52.58;-12.05
21662;52.46;-12.05
21765;52.40;-12.06
21868;52.21;-12.07
21971;52.13;-12.08
22075;52.04;-12.08
22178;51.95;-12.08
22281;51.86;-12.09
22384;51.78;-12.09
22487;51.69;-12.09
22590;51.61;-12.10
22693;51.52;-12.10
22796;51.45;-12.11
22899;51.27;-12.12
23002;51.19;-12.12
23105;51.12;-12.12
23208;51.03;-12.13
23312;50.93;-12.14
23415;50.86;-12.14
23518;50.77;-12.15
23621;50.70;-12.16
23724;50.58;-12.16
23827;50.54;-12.17
23930;50.44;-12.18
24033;50.30;-12.19
24136;50.22;-12.20
24239;50.15;-12.20
24342;50.08;-12.20
24445;49.99;-12.21
24549;49.92;-12.21
24652;49.84;-12.22
24755;49.76;-12.22
24858;49.68;-12.23
24961;49.61;-12.23
25064;49.46;-12.24
25167;49.39;-12.25
25270;49.32;-12.26
25373;49.25;-12.26
25476;49.18;-12.27
25579;49.11;-12.27
25682;49.05;-12.27
25786;48.99;-12.28
25889;48.90;-12.28
25992;48.81;-12.29
26095;48.79;-12.29
26198;48.63;-12.30
